author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
Devereux,James Patrick Sinnott,N/A,N/A,N/A,N/A,Wake Island. Revised and enlarged edition.,1977,N/A,N/A,Major Books,"Canoga Park, California",279 p.,N/A,N/A,N/A,N/A,"An account of the defense of Wake Island based upon the author's own recollection, some few available records, and the recollections of other Wake Island veterans. Text includes photographs taken before and after the sixteen-day battle.",N/A,1903,N/A,N/A,N/A
Devol,George H.,N/A,N/A,West,John O.,"Forty years a gambler on the Mississippi: a cabin boy in 1839; could steal cards & cheat the boys at eleven; stack a deck at fourteen; bested soldiers on the Rio Grande during the Mexican War; won hundreds of thousands from paymasters, cotton buyers, defaulters, & thieves; fought more rough-and-tumble fights than any man in America; & was the most daring gambler in the world.",1887,1967,N/A,Steck-Vaughn Company,"Austin, Texas",300 p.,N/A,N/A,N/A,N/A,"In the language of melodrama Devol narrates some 150 anecdotes of life aboard Mississippi River steamboats, 1850-1887.",gambler,1829,1903,N/A,N/A
DeVoto,Bernard Augustine,N/A,N/A,Stegner,Wallace,The letters of Bernard DeVoto.,1975,N/A,N/A,Doubleday & Co.,"Garden City, New York",393 p.,N/A,N/A,N/A,N/A,"One hundred forty-eight letters selected from the thousands he wrote and arranged into topical groups reflecting DeVoto's opinions; controversies with Van Wyck Brooks, literary Marxists, art critics and others; and his private life. He was a professor at Northwestern and Harvard, an editor, and wrote the Easy Chair column in Harper's for over twenty years.","professor, editor",1897,1955,N/A,"Northwestern, Harvard"
Dewey,George,N/A,N/A,N/A,N/A,Autobiography of George Dewey: Admiral of the Navy.,1913,1971,N/A,Scholarly Press,"St. Clair Shores, Michigan",337 p.,N/A,N/A,N/A,N/A,"A narrative of ships, of sailing, of naval battles and strategy, written by one of the first great names in American naval history.",Admiral,1837,1917,N/A,N/A
Dewey,Maybelle,N/A,N/A,N/A,N/A,Push the button: the chronicle of a professor's wife.,1951,N/A,N/A,"Tupper and Love, Inc.",Atlanta,180 p.,N/A,N/A,N/A,N/A,Cheerful account of her love for the South and Professor Malcolm H. Dewey of Emory University.,N/A,1888,N/A,N/A,N/A
Dewey,Thomas Edmund,N/A,N/A,Campbell,Rodney,Twenty against the underworld.,1974,N/A,N/A,"Doubleday & Co., Inc.","Garden City, New York",504 p.,N/A,N/A,N/A,N/A,"Dewey's unfinished memoirs together with public papers, trial transcripts, interviews, and other documents have been arranged and edited into this volume, which deals with his youth, his early career as Special Prosecutor fighting crime and racketeers, and his tenure as New York District Attorney when he became known as the racket-buster.","politician, prosecutor",1902,1971,N/A,N/A
Diamond,Sigmund,N/A,N/A,N/A,N/A,In quest: journal of an unquiet pilgrimage.,1980,N/A,N/A,Columbia University Press,New York,227 p.,N/A,N/A,N/A,N/A,"Diamond is an American Jew who traveled to Jerusalem by way of Eastern Europe and the Soviet Union in search of his family and religious roots. His journal describes numerous synagogues, museums, and art galleries in major cities as well as his reflections upon Jewish history and current Jewish life around the world.",N/A,1920,N/A,N/A,N/A
Dick,John Henry,N/A,N/A,Ripley,S. Dillon,Other Edens: the sketchbook of an artist naturalist.,1979,N/A,N/A,Devin-Adair,"Old Greenwich, Connecticut",272 p.,N/A,N/A,N/A,N/A,"Dick, a naturalist who specializes in bird paintings, describes his world travels in pursuit of elusive species. He has become a conservationist in the course of many trips over the last 25 years to East Africa, India, Greenland, the Antarctic, the Galapagos, Central America, and the King Ranch in Texas.",naturalist,1919,N/A,N/A,N/A
Dickerson,Nancy Hanschman,N/A,N/A,N/A,N/A,Among those present: a reporter's view of twenty-five years in Washington.,1976,N/A,N/A,Random House,New York,238 p.,N/A,N/A,N/A,N/A,"Personal and professional life mingle as Dickerson describes Washington according to the presidents: the Kennedys she found totally charming, the Johnsons congenial, President Nixon tasteless, and the Fords friendly and reassuring. Recounting dinners, personal friendships, and speculating on the sex lives of the presidents, she paints an attractive picture of Washington journalism.",reporter,N/A,N/A,N/A,N/A
Dickey,James,N/A,N/A,Reiss,Barbara,Self-interviews.,1970,1972,N/A,Dell,New York,190 p.,N/A,N/A,N/A,N/A,"This is a 'talked' book. The poet, roughly following an outline devised by the editors, tape-recorded his thoughts: the first two chapters tell about the young poet's slow self-discovery and his rise to success after his first book of poetry in 1960; Chapter 3 covers a variety of literary problems from the creative process to politics; the remaining chapters are concerned with the poet's thoughts on his 'most important' poems.",poet,1923,N/A,N/A,N/A
Dickinson,Emily,N/A,N/A,Johnson,Thomas H.,Letters of Emily Dickinson.,1958,N/A,3 v.,Harvard University Press,Cambridge,N/A,N/A,N/A,N/A,N/A,"The letters, written 1842-1886, show the poet's sensitive development from girlhood to late middle life. Comprehensive listing of 1049 letters, 124 prose fragments, biographical sketches of recipients and persons mentioned, plus manuscript background of each letter provided.",Poet,1830,1886,N/A,N/A
Dickinson,Emily,N/A,N/A,Ward,Theodora Van Wagenen,Letters to Dr. and Mrs. Josiah Gilbert Holland.,1951,N/A,N/A,Harvard University Press,Cambridge,252 p.,N/A,N/A,N/A,N/A,"The letters to her close friends, written from her early twenties to the end of her life, sometimes including her poems, have been provided with background by the editor.",Poet,1830,1886,N/A,N/A
Dickinson,Emily,N/A,N/A,Johnson,Thomas H.,Selected letters.,1971,N/A,N/A,The Belknap Press of Harvard University Press,Cambridge,364 p.,N/A,N/A,N/A,N/A,A selection from the complete edition of 'the most meaningful and most important letters plus a representative sampling of others — without losing the spirit of Emily Dickinson.',Poet,1830,1886,N/A,N/A
Dickson,Albert Jerome,N/A,N/A,Dickson,Arthur Jerome,"Covered wagon days; a journey across the plains in the Sixties, and pioneer days in the Northwest; from the private journals of Albert Jerome Dickson.",1929,N/A,N/A,The Arthur H. Clark Co.,Cleveland,287 p.,N/A,N/A,N/A,N/A,"The editor has polished the memoranda, notes, journals, and private papers written by his father recording the life of a plainsman, a journey by covered wagon, mining camps, and a boat trip down the Missouri.",N/A,N/A,N/A,N/A,N/A
Dickson,Lillian,N/A,N/A,Tank,Marilyn Dickson,Chuckles behind the door: Lillian Dickson's personal letters.,1977,N/A,N/A,Lillian Dickson,Taiwan,350 p.,N/A,N/A,N/A,N/A,"Missionary Dickson, also the wife of a missionary, worked with various groups in the Orient before founding the Mustard Seed, Inc., an independent Christian organization that supported hospitals, clinics, handicraft centers, vocational schools, kindergartens, boys' and girls' schools, and prison work.",Missionary,1901,N/A,N/A,N/A
Dienstag,Eleanor,N/A,N/A,N/A,N/A,Whither thou goest: the story of an uprooted wife.,1976,N/A,N/A,E.P Dutton,New York,187 p.,N/A,N/A,N/A,N/A,Dienstag recounts two painful years in her life when she and her family moved to upstate New York to accommodate her husband's new job.,N/A,1938,N/A,N/A,N/A
Dietz,Howard,N/A,N/A,Lerner,Alan Jay,Dancing in the dark; words by Howard Dietz.,1974,N/A,N/A,The New York Times Book Co.,New York,370 p.,N/A,N/A,N/A,N/A,"He wrote the lyrics for such shows as Band Wagon. Sadie Thompson, Inside U.S.A., and English versions of La Boheme and Die Fledermaus for the Metropolitan Opera.",Lyricist,1896,N/A,N/A,N/A
Dillard,Annie,N/A,N/A,N/A,N/A,Pilgrim at Tinker Creek.,1974,N/A,N/A,Harper's Magazine Press,New York,271 p.,N/A,N/A,N/A,N/A,"A spiritual autobiography in modern times. Her journal is a meditation in her voice only, as she describes incidents she has observed on her solitary walks near Roanoke, Virginia.",Author,1945,N/A,N/A,N/A
DiMaggio,Joseph Paul,N/A,N/A,Rice,Grantland,Lucky to be a Yankee.,1946,1951,N/A,Grosset & Dunlap,New York,221 p.,N/A,N/A,N/A,N/A,The story of his outstanding career in baseball during the late Thirties and Forties includes anecdotes about many famous Yankees who were his contemporaries.,Baseball player,1914,N/A,N/A,N/A
Dixon,George,N/A,N/A,N/A,N/A,Leaning on a column.,1961,N/A,N/A,J. P. Lippincott Co.,Philadelphia,215 p.,N/A,N/A,N/A,N/A,A round of embassy parties and White House dinners provides amusing anecdotes for this Washington columnist's account of his life.,Columnist,1900,1965,N/A,N/A
Dixon,Paul,N/A,N/A,Hope,Bob,Paul Baby: confessions of the mayor of Kneesville.,1968,N/A,N/A,World Publishing Co.,Cleveland,250 p.,N/A,N/A,N/A,N/A,"'Kneesville' is the imaginary locus of Paul Dixon's women-oriented daily television show on WLW Cincinnati. This book is intended to give his fans a look backstage at Dixon, his band, and backup stars.",Television host,1921,1974,N/A,N/A
Dmytryk,Edward,N/A,N/A,N/A,N/A,"It's a hell of a life, but not a bad living.",1978,N/A,N/A,New York Times Books,New York,310 p.,N/A,N/A,N/A,N/A,"In a fast-paced, rough-cut style, Dmytryk describes Hollywood life, recalling the films he has made and the entertainers with whom he has worked.",Director,1908,N/A,N/A,N/A
Dobzhansky,Theodosius Grigorievich,N/A,N/A,Glass,Bentley,Roving naturalist: travel letters of Theodosius Dobzhansky.,1980,N/A,N/A,American Philosophical Society,Philadelphia,327 p.,N/A,N/A,N/A,N/A,A collection of letters written by an expatriated Russian scientist widely recognized for his study of evolutionary processes in the twentieth century.,Scientist,1900,1975,N/A,N/A
Dodd,Bella,Maria Assunta Isabella Visono,N/A,N/A,N/A,School of darkness.,1954,N/A,N/A,P.J. Keney and Sons,New York,250 p.,N/A,N/A,N/A,N/A,"A teacher-lawyer explains how, in order to get union representation for teachers in New York, she became involved with the Communist Party.","Lawyer, Teacher",1904,1969,N/A,N/A
Dodds,Warren,N/A,N/A,Gara,Larry,The Baby Dodds story.,1959,N/A,N/A,Contemporary Press,Los Angeles,109 p.,YES,N/A,N/A,N/A,One of the great New Orleans jazz drummers relates a fascinating history of New Orleans-style jazz in the process of describing his career as a drummer.,Jazz Drummer,N/A,N/A,N/A,N/A
Dodge,David Witherspoon,N/A,N/A,Cook,Clair M.,Southern rebel in reverse: the autobiography of an idol-shaker.,1961,N/A,N/A,The American Press,New York,178 p.,N/A,N/A,N/A,N/A,"An impetuous Southern clergyman, teacher, and broadcaster, Dodge fought for human rights and liberalism and against prejudice and narrow-mindedness of many kinds.","Clergyman, Teacher, Broadcaster",1890,1959,N/A,N/A
Doherty,Bill,N/A,N/A,N/A,N/A,Crime reporter: the autobiography of Bill Doherty.,1964,N/A,N/A,Exposition Press/An Exposition-Banner Book,New York,274 p.,N/A,N/A,N/A,N/A,"Crime reporter of the Chicago Sun-Times and Chicago Tribune. Doherty describes the highlights of his 28-year career as one of six brothers, all of whom were reporters.",Crime Reporter,1910,N/A,N/A,N/A
Dolgun,Alexander,N/A,N/A,Watson,Patrick,Alexander Dolgun's story: an American in the Gulag.,1975,N/A,N/A,Alfred A. Knopf,New York,370 p.,N/A,N/A,N/A,N/A,"Picked up by a KGB operative in Moscow in 1948, Dolgun, though he had done nothing, was held prisoner for eighteen months of interrogation, isolation, enforced sleeplessness, brutality, and near-starvation.",N/A,1926,N/A,N/A,N/A
Dolson,Hildegarde,N/A,N/A,N/A,N/A,We shook the family tree.,1946,N/A,N/A,Random House,New York,199 p.,N/A,N/A,N/A,N/A,"Growing up in Franklin, Pennsylvania, then making it in New York as a young writer.",Writer,1909,N/A,N/A,N/A
Donahue,Phil,N/A,N/A,N/A,N/A,Donahue: my own story.,1979,N/A,N/A,Simon & Schuster,New York,N/A,N/A,N/A,N/A,N/A,Donahue describes how he survived a hectic boyhood in Cleveland and college at Notre Dame to become the most popular syndicated talk-show host in America.,Talk-show host,1935,N/A,N/A,N/A
Donato,Joe,N/A,N/A,N/A,N/A,Tell it to the Mafia.,1975,N/A,N/A,Logos International,"Plainfield, New Jersey",154 p.,N/A,N/A,N/A,N/A,"After years with the Mafia, he was 'touched' by Jesus, quit the underworld, and became an evangelist-healer. This is the story of his conversion.",Evangelist,N/A,N/A,N/A,N/A
Donlan,Yolande,N/A,N/A,N/A,N/A,Third time lucky.,1976,N/A,N/A,Dial Press/James Wade,New York,245 p.,N/A,N/A,N/A,N/A,"The book's title evidently refers to the author's three-stage career as a chorus girl, a Hollywood starlet, and finally, theatrical success as understudy to Vivien Leigh in Born Yesterday.",Actress,1920,N/A,N/A,N/A
Dooley,Thomas Anthony,N/A,N/A,N/A,N/A,Deliver us from evil: the short story of Viet Nam's flight to freedom.,1956,N/A,N/A,"Farrar, Straus and Cudahy",New York,214 p.,N/A,N/A,N/A,N/A,"His first book tells of his experience as a Navy doctor in Indo-China, helping to build refugee camps for Vietnamese.",Doctor,1927,1961,N/A,N/A
Dooley,Thomas Anthony,N/A,N/A,N/A,N/A,"Dr. Tom Dooley's three great books: Deliver us from evil. The edge of tomorrow, The night they burned the mountain.",1960,N/A,N/A,"Farrar, Straus and Co.",New York,383 p.,N/A,N/A,N/A,N/A,A combined edition of the three books describing his humanitarian involvement with the people of Southeast Asia.,Doctor,1927,1961,N/A,N/A
Dooley,Thomas Anthony,N/A,N/A,N/A,N/A,The edge of tomorrow.,1958,N/A,N/A,"Farrar, Straus and Cudahy",New York,208 p.,N/A,N/A,N/A,N/A,"Here he describes his return to Asia where he established a hospital in the primitive Laotian village of Nam Tha, five miles from the border of Red China.",Doctor,1927,1961,N/A,N/A
Dooley,Thomas Anthony,N/A,N/A,N/A,N/A,The night they burned the mountain.,1960,N/A,N/A,"Farrar, Straus and Co.",New York,192 p.,N/A,N/A,N/A,N/A,In his third book he writes of establishing a second hospital in Laos aided by two other American doctors.,Doctor,1927,1961,N/A,N/A
Doran,George Henry,N/A,N/A,N/A,N/A,"Chronicles of Barabbas, 1884-1934: further chronicles and comment.",1952,1935,N/A,Rinehart & Co.,New York,446 p.,N/A,N/A,N/A,N/A,letters and diary entries reveal the author's stand on various social issues.,Publisher,1869,1956,N/A,N/A
