author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
HAÏES,Thomas,N/A,N/A,N/A,N/A,Recollections,1902,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,London boyhood in 20's; office clerk; Methodist missionary work at Mission House in Hoxton; literature and antiquities of Methodism.,N/A,N/A,N/A,N/A,N/A
HAÏLEÏ,William,N/A,N/A,N/A,N/A,Memoirs of the Life,1823,N/A,N/A,N/A,Sussex,N/A,N/A,N/A,N/A,N/A,Sussex; Eton; Cambridge; early,N/A,N/A,N/A,N/A,N/A
Hodgman,George,N/A,N/A,N/A,N/A,Sixty Years on the Turf,1901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Victorian sporting life; horses and races; Jockeys; owners and gambling; social life.,N/A,N/A,N/A,N/A,N/A
Hodgson,Charles,N/A,N/A,N/A,N/A,Autobiography of missionary work at Benares,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Religious disputes; ethnology.,Missionary,N/A,N/A,N/A,N/A
Hodgson,Christopher Pemberton,N/A,N/A,N/A,N/A,A Residence at Nagasaki and Hakodate,1861,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Experiences of first British consul in Japan; diplomatic relations and business; natural history, resources, politics, customs.",Consul,N/A,N/A,N/A,N/A
Hodgson,Capt. John,N/A,N/A,Turner,J. H.,Autobiography,1882,N/A,N/A,Brighouse,N/A,N/A,N/A,N/A,N/A,N/A,"A Yorkshireman's account of activities in the Civil Wars, 1642-63 and of his troubles during the Restoration; service on Parliamentary side.",N/A,N/A,N/A,N/A,N/A
Hodson,Arnold Wienholt,N/A,N/A,N/A,N/A,Seven Years in Southern Abyssinia,1927,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Work as consul in Ethiopia; Addis Ababa and Gordula; politics, war, social life, sport.",Consul,N/A,N/A,N/A,N/A
Hodson,James Lansdale,N/A,N/A,N/A,N/A,Gentlemen of Dunkirk; Towards the Morning; Before Daybreak; Thunder in the Heavens,1940,1950,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Experience of a Manchester journalist in WW2; at Dunkirk and in the Blitz; military and civilian activities; democracy and war; the post-war scene; wide interests and observations.,Journalist,N/A,N/A,N/A,N/A
Hody,Major E. H.,N/A,N/A,N/A,N/A,With the Mad 17th,1920,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His experiences in WW1; with divisional supply during the Italian campaign of 1917-18.,N/A,N/A,N/A,N/A,N/A
Hoffman,Capt. Frederick,N/A,N/A,N/A,N/A,A Sailor of King George,1901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Experiences and adventures in the navy, 1793-1814; the Nore Mutiny; Trafalgar; imprisonment in France; lively.",Sailor,N/A,N/A,N/A,N/A
Hoffman,Richard,N/A,N/A,N/A,N/A,Some Musical Recollections,1910,N/A,N/A,N.Y.,N/A,N/A,N/A,N/A,N/A,N/A,An English pianist's studies and performances in the forties; English musical scene; & his later career in New York.,Pianist,N/A,N/A,N/A,N/A
Hoffmann,William,N/A,N/A,N/A,N/A,With Stanley in Africa,1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Experiences of servant to Stanley during his travels in Central Africa in 80's and 90's.,Servant,N/A,N/A,N/A,N/A
Hoffnung-Goldsmid,Cyril Julian,N/A,N/A,N/A,N/A,The Diary of a Liaison Officer,1920,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His personal experiences and adventures in WW1; 1918 Italian campaign.,N/A,N/A,N/A,N/A,N/A
Hogarth,David George,N/A,N/A,N/A,N/A,Wandering Scholar,1896,1910,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Study and training as an archaeologist; work in Lycia, Crete, Cyrene, Egypt, etc. in the 80's and 90's; Oxford life.",Archaeologist,N/A,N/A,N/A,N/A
Hogarth,Robert George,N/A,N/A,N/A,N/A,The Trent and I,1940,N/A,N/A,Nottingham,N/A,N/A,N/A,N/A,N/A,N/A,"A doctor's study and career; work at Nottingham General Hospital; social work, sport, people, in Nottingham.",Doctor,N/A,N/A,N/A,N/A
Hogarth,William,N/A,N/A,Nichols,J. B.,Anecdotes,1833,N/A,N/A,N/A,N/A,N/A,YES,John Ireland,N/A,N/A,Consists mostly of the famous artist's views on art & artists.,Artist,N/A,N/A,N/A,N/A
Hogg,Garry,N/A,N/A,N/A,N/A,The Road Before Me,1948,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A writer's rambles through the English countryside after WW2; random experiences and observations on country life.,Writer,N/A,N/A,N/A,N/A
Hohler,Sir Thomas Beaumont,N/A,N/A,N/A,N/A,Diplomatic Petrel,1942,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His career as a diplomat; commentary on public events; Turkey, Egypt, Russia, Japan, Mexico, Abyssinia.",Diplomat,N/A,N/A,N/A,N/A
Holbrook,Ann Catherine,N/A,N/A,N/A,N/A,The Dramatist,1809,N/A,N/A,Birmingham,N/A,N/A,N/A,N/A,N/A,N/A,Her troubles with audiences and managers during her nine years on the stage mainly in provincial theatres.,Dramatist,N/A,N/A,N/A,N/A
Holcroft,Thomas,N/A,N/A,N/A,N/A,Memoirs,1816,1852,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Interesting & important account of his rise from a stableboy; working-class life; self-education and work as writer and politician; radical activities; trial for treason; individualism and human perfectibility; an important liberal record.,"Writer, Politician",N/A,N/A,N/A,N/A
Holden,John Watkins,N/A,N/A,N/A,N/A,Wizard's Wanderings,1886,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Career as a conjurer; world-wide tours; interest in spiritualism and folk-lore.,Conjurer,N/A,N/A,N/A,N/A
Holden,Joseph,N/A,N/A,N/A,N/A,Autobiography,1872,N/A,N/A,Bolton,N/A,N/A,N/A,N/A,N/A,N/A,A builder's life and work in Bolton; interest in phrenology and teetotalism.,Builder,N/A,N/A,N/A,N/A
Holden,Margaret,N/A,N/A,N/A,N/A,Grace o' Life,1935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Benevolent account of life in the country; village customs.,N/A,N/A,N/A,N/A,N/A
Hole,Hugh Marshall,N/A,N/A,N/A,N/A,Looking Life Over,1934,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Eton; army life and service in Boer War and WW1; legal studies at Inner Temple; political affairs, Derby and Notts.",N/A,N/A,N/A,N/A,N/A
Hole,Samuel Reynolds,N/A,N/A,N/A,N/A,Memories; More Memories; Then and Now,1892,1901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Dean of Rochester; life & work; country and social life; public affairs; reminiscences of celebrities in arts, sport, church.",Dean,N/A,N/A,N/A,N/A
Holiday,Henry,N/A,N/A,N/A,N/A,Reminiscences of My Life,1914,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Training and career as a painter; Pre-Raphaelite friends; travels abroad; socialist activity; work in stained glass.,Painter,N/A,N/A,N/A,N/A
Hollams,Sir John,N/A,N/A,N/A,N/A,Jottings of an Old Solicitor,1906,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Law studies and career in the law from 1820's; legal personalities; land registration; and public affairs.,Solicitor,N/A,N/A,N/A,N/A
Holland,Sir Henry,N/A,N/A,N/A,N/A,Recollections of Past Life,1872,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medical studies and social life in Edinburgh; Sir Walter Scott and other celebrities; practice of medicine; Royal Physician; literary and political personalities.,Physician,N/A,N/A,N/A,N/A
Holland,Henry Fox,1st Lord,N/A,N/A,N/A,Life and Letters of Lady Sarah Lennox,1904,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Contains his memoirs of political affairs in 1760's and a romantic episode with Lady Sarah.,N/A,N/A,N/A,N/A,N/A
Hollender,Bertie,N/A,N/A,N/A,N/A,Before I Forget,1935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Memories and persiflage; his social life, sport and amusements; before WW1.",N/A,N/A,N/A,N/A,N/A
Holles,Denzil,Baron,N/A,N/A,N/A,Memoirs,1699,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Activities and self-justifications of a Presbyterian and Royalist; military affairs; Civil Wars; attacks on Cromwell; mostly history.,N/A,N/A,N/A,N/A,N/A
Hollingshead,John,N/A,N/A,N/A,N/A,My Lifetime; Gaiety Chronicles,1895,1898,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Work in the theatre; manager of the Gaiety Theatre; theatrical life and people; social life in London; literary figures; anecdotes.,Theatre Manager,N/A,N/A,N/A,N/A
Hollins,Alfred,N/A,N/A,N/A,N/A,A Blind Musician Looks Back,1936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Career as organist; church music; music and musicians in England; Empire travels; family life; musical opinions.,Musician,N/A,N/A,N/A,N/A
Hollins,James,N/A,N/A,N/A,N/A,Pastoral Recollections,1857,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His six years of mission work among sailors and watermen, Gloucester; working-class life & conditions and religion.",Missionary,N/A,N/A,N/A,N/A
Horlock,K.V.J.,N/A,N/A,N/A,N/A,Recollections of a Foxhunter.,1861,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Wilts boyhood; hunting with various packs; Duke of Beaufort's Hounds; hunting in North Wales.,N/A,N/A,N/A,N/A,N/A
Horn,Alfred Aloysius,N/A,N/A,Lewis,E.,Life and Works,1927,1929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Remarkable career & adventures of a trader in Cameroons & on Ivory Coast in the 70's.,Trader,N/A,N/A,N/A,"Cameroons, Ivory Coast"
Hornby,Clifford,N/A,N/A,N/A,N/A,Shooting Without Stars,1940,1943,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A photographer's experiences obtaining background scenes for films; village life in Essex from boyhood; interests in birds and photography.,Photographer,N/A,N/A,N/A,Essex
Hornby,Sir Edmund Grimani,N/A,N/A,N/A,N/A,Autobiography,1928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His career in the law and diplomacy in mid-19th Century; in consular service in near and far East, judge of Chinese Supreme Court.","Lawyer, Diplomat",N/A,N/A,N/A,N/A
Horne,Eric,N/A,N/A,N/A,N/A,What the Butler Winked At,1930,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Experiences in the service of nobility for 57 years; high life as seen from below stairs; his doings and doings of his employers; humility and subservience.,Butler,N/A,N/A,N/A,N/A
Horne,William Ogilvie,N/A,N/A,N/A,N/A,Work and Sport,1928,N/A,N/A,Edin.,Edinburgh,N/A,N/A,N/A,N/A,N/A,"Career in ICS from 1882 and nostalgic picture of a collector's life in India before reform; hunting, racing, administration.","Collector, ICS",N/A,N/A,N/A,India
Horner,David,N/A,N/A,N/A,N/A,Was It Yesterday,1939,N/A,N/A,L.,N/A,N/A,N/A,N/A,N/A,N/A,Childhood in France; the French and their ways; a pleasant account of eccentricities.,N/A,N/A,N/A,N/A,France
Horner,Lady Frances,N/A,N/A,N/A,N/A,Time Remembered,1933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Home life at Mells and social life in London; family; friendship with Eminent Victorians; writers and painters; pre-Raphaelites.,N/A,N/A,N/A,N/A,"Mells, London"
Horner,Francis,N/A,N/A,N/A,N/A,Memoirs and Correspondence,1843,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Boyhood in Edinburgh legal and philosophical studies; work in law and politics in London in early 19th Century; mainly journal.,"Lawyer, Politician",N/A,N/A,Edinburgh,N/A
Hornibrock,F. A.,N/A,N/A,N/A,N/A,Without Reserve,1935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His life in Australia and Ireland; experiences as a physical culturist in England.,Physical Culturist,N/A,N/A,N/A,"Australia, Ireland, England"
Hornsey,F. Haydn,N/A,N/A,N/A,N/A,Hell on Earth,1930,N/A,N/A,L.,N/A,N/A,N/A,N/A,N/A,N/A,Personal experiences in France in WW1; everyday life of the troops; trench warfare; battle of Lys.,N/A,N/A,N/A,N/A,France
Horner,Ernest W.,N/A,N/A,N/A,N/A,Notes of a Camp Follower,1919,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Work with the YMCA in France during WW1; entertainment and service work.,N/A,N/A,N/A,N/A,France
Horsley,John Callcott,N/A,N/A,N/A,N/A,Recollections,1903,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Career of the Victorian painter and Royal Academician; social life; the theatre; anecdotes of painters and celebrities.,"Painter, Royal Academician",N/A,N/A,N/A,N/A
HUNT,Agnes Gwendoline,N/A,N/A,N/A,N/A,Reminiscences This is Mr Life,1935,1938,N/A,N/A,Shrewsbury,N/A,N/A,N/A,N/A,N/A,Family life in 1870's; adventures in Tasmanian bush; training and work as nurse in England and her work for cripples; foundation of orthopaedic hospital.,N/A,N/A,N/A,N/A,N/A
HUNTER,Capt. Charles,N/A,N/A,N/A,N/A,Adventures of a Naval Officer,1905,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Adventures of a sailor in Malaya and Sumatra in the 40's; pirates, natives, Dutch; capture and escape; sport.",N/A,N/A,N/A,N/A,N/A
HUNT,Cecil,N/A,N/A,N/A,N/A,Authorblography Ink in My Veins,1934,1948,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His experience as freelance writer, editor of a trade paper, fiction editor for Daily Midi, novelist, literary agent, broadcaster; opinions on writers.","freelance writer, editor, novelist, literary agent, broadcaster",N/A,N/A,N/A,N/A
HUNT,Dick,N/A,N/A,N/A,N/A,Bygones,1948,N/A,N/A,Lewes,N/A,N/A,N/A,N/A,N/A,N/A,Veterinarian among omnibus horses; his memories of coaching and coachmen in the South; Edwardian sportsmen; good old days.,Veterinarian,N/A,N/A,N/A,N/A
HUNT,Henry,N/A,N/A,N/A,N/A,Memoirs,1820,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Radical politics; trial and imprisonment for political activities; experiences in Ilchester Gaol.,N/A,N/A,N/A,N/A,N/A
HUNT,James Henry Leigh,N/A,N/A,N/A,N/A,Autobiography and Reminiscences,1860,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Career as an author and journalist; travels in Italy, friendship with Keats, Byron and Shelley. His recollections of his imprisonment in Surrey Gaol are printed in his Correspondence (1862), pp. 74-82; MS in Berg Collection, New York Public Library.","author, journalist",N/A,N/A,N/A,N/A
HUNT,Rev. John,N/A,N/A,N/A,N/A,Clergymen Made Scarce by a Presbyter,1867,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Boyhood in Scotland; ordination; curate in the North and in London; his difficulties with superiors; protest against Puseyanism.,clergyman,N/A,N/A,N/A,N/A
HUNT,John,N/A,N/A,N/A,N/A,Pioneer Work in the Great City,1895,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Wilts upbringing; work as a missionary in London slums; pubs and workhouses.,missionary,N/A,N/A,N/A,N/A
HUNT,Violet,N/A,N/A,N/A,N/A,The Flurried Years,1926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Her personal, literary, public life up to beginning of WW1; writing; family and friends; D.H. Lawrence; the drift to WW1.",N/A,N/A,N/A,N/A,N/A
HUNTHl,George McPherson,N/A,N/A,N/A,N/A,When I Was a Boy,1920,N/A,N/A,Boston,N/A,N/A,N/A,N/A,N/A,N/A,"His interests as a boy; schools, sports and customs in Scotland in 70's; the Clyde area; and Kelvinhaugh.",N/A,N/A,N/A,N/A,N/A
HUNTER,George W.,N/A,N/A,N/A,N/A,His diary adapted in the biography by Mildred Cable and Francesca French. Apostle of Turkestan,1948,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Life and work as pioneer missionary of China Inland Mission; work and travel in Central Asia; imprisonment by NKVD.,missionary,N/A,N/A,N/A,N/A
HUNTER,Isabel Fraser King,N/A,N/A,N/A,N/A,Land of Regrets,1909,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Social life and travels of an English spinster in India; her low opinions of Hindus.,N/A,N/A,N/A,N/A,N/A
HUNTER,J. A.,N/A,N/A,N/A,N/A,White Hunter,1939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Experiences of a professional big-game hunter in Kenya, etc.",big-game hunter,N/A,N/A,N/A,N/A
HUNTER,Captain James Edward,N/A,N/A,N/A,N/A,Ups & Downs,1923,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Career in the navy; his experiences in the Chinese War, Kaffir War, etc.",naval officer,N/A,N/A,N/A,N/A
HUNT,General Sir Martin,N/A,N/A,N/A,N/A,Journal,1894,N/A,N/A,Edin.,N/A,N/A,N/A,N/A,N/A,N/A,His military career from 1774 to 1800; American Revolution; India and Gibraltar; Indian affairs; social life and sport.,military officer,N/A,N/A,N/A,N/A
HUNTER,William,N/A,N/A,Jackson,Thomas,Lives of Early Methodist Preachers,1837,N/A,I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Autobiography of itinerant Methodist preacher in 18th Century in Northumberland and North.,Methodist preacher,N/A,N/A,N/A,N/A
HUNTER-BLAIR,Right Rev. Sir David,N/A,N/A,N/A,N/A,Medley of Memories; New Medley; Memories and Musings; Hore Memories; Last Medley; In Victorian Days,1919,1939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His education at Eton and Oxford; life as a Benedictine monk; Abbot of Dunfermline; rambling account of religious, literary and social life; travels and pilgrimages; eminent friends in literature, public life and religion; Wilde and others; the pleasures of books and music; pleasant.",Benedictine monk,N/A,N/A,N/A,N/A
HUNTINGTON,William,N/A,N/A,N/A,N/A,God. The Poor Man's Guardian,1784,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Autobiography of his spiritual life; an account of God's mercies to him.,N/A,N/A,N/A,N/A,N/A
HUNTLEI,Sir Henry Veel,N/A,N/A,N/A,N/A,Seven Years Service on the Slave Coast,1850,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His work as governor of Gambia, 1830-1837; investigation and suppression of slave-trade in Sierra Leone & Gambia and personal affairs.",governor,N/A,N/A,N/A,N/A
HUNTLI,"Charles Gordon, 11th Marquis",N/A,N/A,N/A,N/A,"Travel, Sport and Politics; Milestones; Auld Acquaintance; Cock o' the North",1887,1926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Memories of a Scottish Grand Seigneur; his estate work; social life in Scotland; university affairs; the House of Lords; Victoria and Eminent Victorians and Scottish Lairds; good.,N/A,N/A,N/A,N/A,N/A
HURD,Sir Archibald Spicer,N/A,N/A,N/A,N/A,Who Goes There?,1941,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Journalist's reminiscences of naval affairs; navy politics and personalities from 1885; writings and journalism.,journalist,N/A,N/A,N/A,N/A
HURD,Right Rev. Richard,N/A,N/A,N/A,N/A,Works,1811,N/A,I,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Brief notes on occurrences in the life of the Bishop of Worcester on episcopal matters.,Bishop,N/A,N/A,N/A,N/A
HURNARD,James,N/A,N/A,N/A,N/A,A Memoir,1883,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His boyhood; emigration to USA; conversion to Quaker belief; return to Essex and Quaker ministry there; anti-Corn Law agitation; his poetry.,N/A,N/A,N/A,N/A,N/A
HURREN,Bernard John,N/A,N/A,N/A,N/A,Stand Easy; Eastern Med,1934,1943,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,The lighter side of navy life; naval and air operations with the Fleet Air Arm based at Malta in WW2; good.,N/A,N/A,N/A,N/A,N/A
HURST,Sir Arthur Frederick,N/A,N/A,N/A,N/A,A Twentieth Century Physician,1949,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education and medical training at Oxford and Guy's; practice of medicine & psychiatry; WW1 service; changes in medicine and medical attitudes during his lifetime.,physician,N/A,N/A,N/A,N/A
HURST,Sir Gerald Berkeley,N/A,N/A,N/A,N/A,Closed Chapters,1942,N/A,N/A,Manchester,N/A,N/A,N/A,N/A,N/A,N/A,Bradford and Oxford; legal work in Manchester; Conservative M.P.; Parliamentary and legal career; civic and social life in Manchester.,"legal worker, M.P.",N/A,N/A,N/A,N/A
HURST,Ida,N/A,N/A,N/A,N/A,Vagabond Typist; Break Away; Dare to Live; Typist in China; I've Been Around,1937,1946,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Adventures of a typist, secretary and journalist; insatiable taste for travel in dangerous places; Africa, Prague, Danzig, Shanghai etc.","typist, journalist",N/A,N/A,N/A,N/A
HUSSEY,Samuel M.,N/A,N/A,N/A,N/A,Reminiscences of an Irish Land Agent,1904,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Education in Dublin; work as a farming and land agent in Cork; the Kerry Land League, Irish social life, politics, religion from the thirties.",land agent,N/A,N/A,N/A,N/A
HUTCHE0N,William,N/A,N/A,N/A,N/A,Gentlemen of the Press,1933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His forty years of journalism in Aberdeen, Bradford, Manchester and London; journalistic scene and his colleagues and friends.",journalist,N/A,N/A,N/A,N/A
HUTCHINS,Sir Philip Percival,N/A,N/A,N/A,N/A,An Indian Career,1927,N/A,N/A,Preston,N/A,N/A,N/A,N/A,N/A,N/A,"School at Haileybury; career as administrator, collector and Judge at Madras; work in India Office; 1858-1908; activity for imperial relations.","administrator, judge",N/A,N/A,N/A,N/A
HUTCHINSON,Horatio Gordon,N/A,N/A,N/A,N/A,When Life Was New; Fifty Years of Golf,1911,1919,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His golden boyhood in Devon in 60's and 70's; country life, sport and amusements; amateur golf, championship play, organization; golfers and famous socialites.",N/A,N/A,N/A,N/A,N/A
HUTCHINSON,Lucy,N/A,N/A,N/A,N/A,Memoirs of the Life of Colonel Hutchinson,1810,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Preface contains fragment of autobiography; a fulsome estimate of the virtues of her family and her husband; domestic life in 17th Century.,N/A,N/A,N/A,N/A,N/A
HUTCHINSON,Thomas Joseph,N/A,N/A,N/A,N/A,Ten Years Wanderings among the Ethiopians; Buenos Ayres; The Paran£; Two Years in Peru,1865,1873,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Experiences as British consul in Nigeria, Argentina, Peru; commerce; local customs and South American politics.",consul,N/A,N/A,N/A,N/A
HUTCHISON,Lieut. Col. Graham Seton,N/A,N/A,N/A,N/A,Footslogger; Warrior,1931,1934,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Education; military career in the Sudan, India, WW1; business and fortune seeking in Australia and South Africa; politics; his writing; filming of 'W Plan'; celebrities he met; heroic but querulous.",military officer,N/A,N/A,N/A,N/A
HUTCHISON,Percy,N/A,N/A,N/A,N/A,Masquerade,1936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Theatrical career and reminiscences; empire tours; Wyndham & other actors; from the nineties.,theatrical actor,N/A,N/A,N/A,N/A
HUTCHISSON,W. H. Florio,N/A,N/A,N/A,N/A,Pen and Pencil Sketches,1883,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Reminiscences of 18 years in Bengal; travels; views on Indians and Anglo-Indians.,N/A,N/A,N/A,N/A,N/A
HUTTON,Surgeon-Major George A.,N/A,N/A,N/A,N/A,Reminiscences In the Life,1907,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Study of medicine in Newcastle; career as an army surgeon in South Africa, Canada, England; ambulance work in coalfields and on railways; the St. John's Ambulance Association.",army surgeon,N/A,N/A,N/A,N/A
HUTTON,Isabel Galloway (Banslie),N/A,N/A,N/A,N/A,With a Woman's Unit,1928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Nursing and medical work in WW1; Serbia, Salonika and the Crimea.",nurse,N/A,N/A,N/A,N/A
HUTTON,R. N.,N/A,N/A,N/A,N/A,Five Years in the East,1847,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His life at sea; experiences in India and Far East in 40's.,N/A,N/A,N/A,N/A,N/A
