author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
Anderson,Garland,N/A,N/A,N/A,N/A,From newsboy and bellhop to playwright,1925?,N/A,N/A,No imprint,N/A,30 p,N/A,N/A,N/A,N/A,By a Negro playwright.,N/A,N/A,N/A,N/A,N/A
Anderson,Idella Alderman,N/A,N/A,N/A,N/A,When you and I were young,1927,N/A,N/A,The Recorder press,"Holton, Kan.",41 p,N/A,N/A,N/A,N/A,Youth on a farm in Kansas.,N/A,N/A,N/A,N/A,N/A
Anderson,Mrs. Isabel Weld (Perkins),N/A,N/A,N/A,N/A,Zigzagging,1918,N/A,N/A,Houghton Mifflin co.,Boston & N.Y.,269 p,N/A,N/A,N/A,N/A,Canteen worker in France during the first World War.,N/A,1876,N/A,N/A,N/A
Anderson,John Wesley,N/A,N/A,N/A,N/A,From the plains to the pulpit,1907,N/A,N/A,J.W. Anderson & sons,"Goose Creek, Texas",315 p,N/A,N/A,N/A,N/A,By a Baptist clergyman.,N/A,1855,N/A,N/A,N/A
Anderson,Joshua,N/A,N/A,N/A,N/A,Autobiography,N/A,N/A,N/A,No imprint,N/A,4 p,N/A,N/A,N/A,N/A,Farmer in Missouri and Kansas.,N/A,1817,N/A,N/A,N/A
Anderson,Margaret C.,N/A,N/A,N/A,N/A,My thirty years’ war; an autobiography,1930,N/A,N/A,"Covici, Friede",N.Y.,274 p,N/A,N/A,N/A,N/A,"Chicago journalist, and editor of the Little Review.",N/A,N/A,N/A,N/A,N/A
Anderson,Mrs. Mary Jane Hill,N/A,N/A,N/A,N/A,Autobiography,1934,N/A,N/A,Priv. pr.,Minneapolis,39 p,N/A,N/A,N/A,N/A,Life on a farm in Minnesota.,N/A,1827,1924,N/A,N/A
Anderson,Mrs. Mary Mabbette,N/A,N/A,N/A,N/A,Lights and shadows of the life in Canaan,1906,N/A,N/A,J.M. Pike,"Columbia, S.C.",92 p,N/A,N/A,N/A,N/A,A lay mission worker in South Carolina.,N/A,N/A,N/A,N/A,N/A
Anderson,Micajah,N/A,N/A,N/A,N/A,"The life of Micajah Anderson, of Edgecombe County. By himself",1870,N/A,N/A,From Wm. A. Hearne’s printing publishing house,"Tarboro, N.C.",47 p,N/A,N/A,N/A,N/A,North Carolina farmer.,N/A,1803,N/A,N/A,N/A
Anderson,Rasmus B.,N/A,N/A,N/A,N/A,"Life story; 2d ed., rev.",1917,N/A,N/A,Priv. pr.,Madison,671 p,N/A,N/A,N/A,N/A,Wisconsin professor who also served as U.S. Minister to Denmark.,N/A,1846,N/A,N/A,N/A
Anderson,Mrs. Rebecca Anne (Warwick),N/A,N/A,N/A,N/A,Autobiography,1932,N/A,N/A,N/A,Seattle,26 p,N/A,N/A,N/A,N/A,"The wife of an Ohio merchant tells of her lay church work in Ohio and of her life on a farm in Kansas, and of her childhood in Virginia.",N/A,1840,N/A,N/A,N/A
Anderson,Robert,N/A,N/A,N/A,N/A,The life of Rev. Robert Anderson,1892,N/A,N/A,Priv. pr.,Macon,151 p,N/A,N/A,N/A,N/A,Negro (Methodist) clergyman in Georgia.,N/A,1819,N/A,N/A,N/A
Anderson,Robert,N/A,N/A,N/A,N/A,"From slavery to affluence; memoirs of Robert Anderson, ex-slave",1927,N/A,N/A,The Hemingford Ledger,"Hemingford, Neb.",59 p,N/A,N/A,N/A,N/A,"Born in Kentucky, served in a Negro regiment during the Civil War, and farmed in Nebraska.",N/A,1843,N/A,N/A,N/A
Anderson,Robert A.,N/A,N/A,N/A,N/A,Fighting the Mill Creeks,1909,N/A,N/A,Priv. pr.,"Chico, Calif.",N/A,N/A,N/A,N/A,N/A,In the northern Sierras.,N/A,N/A,N/A,N/A,N/A
Anderson,William J.,N/A,N/A,N/A,N/A,"Life and narrative of William J. Anderson, twenty-four years a slave",1857,N/A,N/A,Daily Tribune,Chicago,81 p,N/A,N/A,N/A,N/A,As described by the title.,N/A,1811,N/A,N/A,N/A
Andrews,Andrew Jackson,N/A,N/A,N/A,N/A,A sketch of his boyhood days...and his experience as a soldier,1905,N/A,N/A,Hermitage press,"Richmond, Va.",163 p,N/A,N/A,N/A,N/A,Confederate soldier whose youth was spent in Virginia.,N/A,1842,N/A,N/A,N/A
Andrews,Christopher Columbus,N/A,N/A,N/A,N/A,Recollections: 1829-1922,1928,N/A,N/A,Arthur H. Clark,Cleveland,299 p,N/A,N/A,N/A,N/A,"Minnesota lawyer, politician and member of the U.S. diplomatic service.",N/A,1829,1922,N/A,N/A
Andrews,Edwin Alvia,N/A,N/A,N/A,N/A,Reminiscent musings,1926,N/A,N/A,E. A. Andrews,"Spring Arbor, Mich.",113 p,N/A,N/A,N/A,N/A,"Free Methodist missionary in Nebraska, Kansas, Oklahoma and Texas.",N/A,1833,N/A,N/A,N/A
Andrews,Emerson,N/A,N/A,N/A,N/A,Living life,1872,N/A,N/A,James H. Earle,Boston,336 p,N/A,N/A,N/A,N/A,Baptist clergyman in the New England and Middle Atlantic states.,N/A,1806,1884,N/A,N/A
Andrews,Joel,N/A,N/A,N/A,N/A,Sketch of the life of Joel Andrews of Bethany: written by himself,1850,N/A,N/A,"Storer & Store, printers",New Haven,48 p,N/A,N/A,N/A,N/A,Methodist clergyman in Connecticut.,N/A,1777,N/A,N/A,N/A
Andrews,John D.,N/A,N/A,N/A,N/A,Eight years in the toils; sketches from a gambler’s life,1890,N/A,N/A,N/A,"Butte City, Mont.",225 p,N/A,N/A,N/A,N/A,A fantastic.,N/A,1860,N/A,N/A,N/A
Anson,Adrian Constantine,N/A,N/A,N/A,N/A,"A ball player’s career, being the personal experiences and reminiscences of Adrian C. Anson, late manager and captain of the Chicago Baseball Club",1900,N/A,N/A,Era publishing co.,Chicago,339 p,N/A,N/A,N/A,N/A,As described by the title.,N/A,1852,1922,N/A,N/A
Antheil,George,N/A,N/A,N/A,N/A,Bad boy of music,1945,N/A,N/A,Doubleday,"Garden City, N.Y.",368 p,N/A,N/A,N/A,N/A,Composer.,N/A,N/A,N/A,N/A,N/A
Anthony,Adam,N/A,N/A,N/A,N/A,New England Quakerism illustrated. Or facts relative to the expulsion of Adam Anthony from the Society of Friends,1843,N/A,N/A,Author,North Providence,71 p,N/A,N/A,N/A,N/A,As described by the title.,N/A,N/A,N/A,N/A,N/A
Anthony,James D.,N/A,N/A,N/A,N/A,Life and times of Rev. J. D. Anthony; an autobiography,1896,N/A,N/A,C. P. Byrd,Atlanta,404 p,N/A,N/A,N/A,N/A,Methodist clergyman in Georgia and Alabama.,N/A,1825,N/A,N/A,N/A
Antin,Benjamin,N/A,N/A,N/A,N/A,The gentleman from the 22nd; an autobiography by Senator Benjamin Antin,1927,N/A,N/A,Boni & Liveright,N.Y.,301 p,N/A,N/A,N/A,N/A,A Russian Jewish immigrant who became a state senator in New York.,N/A,N/A,N/A,N/A,N/A
Antin,Mary,N/A,N/A,N/A,N/A,From Plotzk to Boston,1899,N/A,N/A,W. B. Clarke & co.,"Boston, Mass.",80 p,N/A,N/A,N/A,N/A,"Experiences on the way from Russia to America. Written by the future author of the Promised Land, at the age of eleven.",N/A,1881,N/A,N/A,N/A
Antin,Mary,N/A,N/A,N/A,N/A,Promised land,1912,N/A,N/A,Houghton Mifflin,Boston & N.Y.,373 p,N/A,N/A,N/A,N/A,The story of an immigrant from Russia.,N/A,1881,N/A,N/A,N/A
Antin,Mary,N/A,N/A,N/A,N/A,At school in the promised land,1928,N/A,N/A,Houghton Mifflin co.,Boston,112 p,N/A,N/A,N/A,N/A,In New York and Boston.,N/A,1881,N/A,N/A,N/A
Antone,Abram,N/A,N/A,N/A,N/A,"The life; taken in part from account, in Louisiana and South Carolina",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1750,1823,N/A,N/A
Andrews,Marietta Minnigerode,N/A,N/A,N/A,N/A,Memoirs of a poor relation,1927,N/A,N/A,E.P. Dutton,N.Y.,455 p,N/A,N/A,N/A,N/A,A painter tells of her first twenty-five years in Virginia.,N/A,1869,1931,N/A,N/A
Andrews,Marietta Minnigerode,N/A,N/A,N/A,N/A,My studio window; sketches of the pageant of Washington life,1928,N/A,N/A,E.P. Dutton co.,N.Y.,450 p,N/A,N/A,N/A,N/A,"A painter’s life in Washington, D.C.",N/A,1879,1931,N/A,N/A
Andrews,Robert W.,N/A,N/A,N/A,N/A,"The life and adventures of Captain Robert W. Andrews of Sumter, North Carolina",1887,N/A,N/A,Printed for the author,Boston,87 p,N/A,N/A,N/A,N/A,"Teamster, farmer, hotel owner in South Carolina in pre-Civil War days.",N/A,1790,N/A,N/A,N/A
Andrews,Roy Chapman,N/A,N/A,N/A,N/A,Ends of the earth,1929,N/A,N/A,G.P. Putnam’s sons,"N.Y., London",355 p,N/A,N/A,N/A,N/A,Naturalist.,N/A,1884,N/A,N/A,N/A
Andrews,Roy Chapman,N/A,N/A,N/A,N/A,Under a lucky star,1943,N/A,N/A,Viking,N.Y.,300 p,N/A,N/A,N/A,N/A,Naturalist.,N/A,1884,N/A,N/A,N/A
Andros,Thomas,N/A,N/A,N/A,N/A,"The old Jersey captive; on board the old Jersey prison ship at New York, 1781",1833,N/A,N/A,Wm. Peirce,Boston,80 p,N/A,N/A,N/A,N/A,Privateer.,N/A,1759,1845,N/A,N/A
Angell,Frank Capron,N/A,N/A,N/A,N/A,"Looking backward, four score years, 1845 — 1925",1925,N/A,N/A,Centredale press,"Centredale, R.I.",178 p,N/A,N/A,N/A,N/A,"Rhode Island harness maker, real estate agent and town treasurer.",N/A,N/A,N/A,N/A,N/A
Angell,George Thorndike,N/A,N/A,N/A,N/A,Autobiographical sketches and personal recollections by Geo. T. Angell,1892?,N/A,N/A,N/A,Boston,37 p,N/A,N/A,N/A,N/A,Reformer who was interested in the treatment of animals and in public health.,N/A,1823,1909,N/A,N/A
Angell,James Burrill,N/A,N/A,N/A,N/A,Reminiscences,1911,N/A,N/A,Longmans,N.Y.,258 p,N/A,N/A,N/A,N/A,"Professor of Literature, college president and diplomatic officer.",N/A,1829,1916,N/A,N/A
Anonsen,Andrew E.,N/A,N/A,N/A,N/A,Autobiographical sketches,1939,N/A,N/A,N/A,Kerkhoven,23 leaves,N/A,N/A,N/A,N/A,A Norwegian lumber camp worker in Washington tells mainly of his early days as a sailor.,N/A,1863,N/A,N/A,N/A
Arliss,George,N/A,N/A,N/A,N/A,Up the years from Bloomsbury,1927,N/A,N/A,"Little, Brown",Boston,312 p,N/A,N/A,N/A,N/A,Star of stage and screen who was born in England.,N/A,1868,N/A,N/A,N/A
Arms,Hiram Phelps,N/A,N/A,N/A,N/A,"A brief sketch of the life of Rev. H. P. Arms, D.D.",1882,N/A,N/A,"Alfred Mudge & son, printers",Boston,35 p,N/A,N/A,N/A,N/A,"A New England boyhood, followed by a career as a Congregational clergyman.",N/A,1799,1822,N/A,N/A
Arms,Mary L. (Day),N/A,N/A,N/A,N/A,Incidents in the life of a blind girl,1859,N/A,N/A,James Young,Baltimore,206 p,N/A,N/A,N/A,N/A,Her life at school for blind in Maryland.,N/A,1836,N/A,N/A,N/A
Arms,Mary L. (Day),N/A,N/A,N/A,N/A,The world as I have found it,1878,N/A,N/A,James Young,Baltimore,311 p,N/A,N/A,N/A,N/A,The married life in Chicago of a blind woman.,N/A,1836,N/A,N/A,N/A
Armsby,Mrs. Leonora (Wood),N/A,N/A,N/A,N/A,Musicians talk,1935,N/A,N/A,Dial press,N.Y.,242 p,N/A,N/A,N/A,N/A,By a patron of music in California.,N/A,N/A,N/A,N/A,N/A
Armstrong,Benjamin G.,N/A,N/A,N/A,N/A,"Early life among the Indians. Reminiscences from the life of Benj. G. Armstrong. Treaties of 1835, 1837, 1842 and 1854. Habits and customs of the Red Men of the forest.",1892,N/A,N/A,Press of A. W. Bowron,"Ashland, Wisconsin",266 p.,N/A,N/A,N/A,N/A,"By an Indian trader in the St. Croix valley, beginning with 1840.",N/A,1820,N/A,N/A,N/A
Armstrong,David Maitland,N/A,N/A,N/A,N/A,"Day before yesterday, reminiscences of a varied life",1920,N/A,N/A,C. Scribner’s sons,N.Y.,333 p,N/A,N/A,N/A,N/A,Painter.,N/A,1836,1918,N/A,N/A
Armstrong,Louis,N/A,N/A,N/A,N/A,Swing that music,1936,N/A,N/A,"Longmans, Green & co.",N.Y.,136 p,N/A,N/A,N/A,N/A,Negro leader of jazz bands.,N/A,1900,N/A,N/A,N/A
Armstrong,Nelson,N/A,N/A,N/A,N/A,Nuggets of experience,1906,N/A,N/A,N/A,San Bernardino,257 p,N/A,N/A,N/A,N/A,The author tells of his frontier mining experiences in the Dakotas and of his services in the Union army.,N/A,N/A,N/A,N/A,N/A
Armstrong,William H.,N/A,N/A,N/A,N/A,Red-tape and pigeon-hole generals: as seen from the ranks during a crime,1823,N/A,N/A,Pr. at the office of the Republican Monitor,Morrisville,12 p,N/A,N/A,N/A,N/A,Oneida Indian relates a life of crime.,N/A,N/A,N/A,N/A,N/A
Apauk,N/A,N/A,N/A,N/A,N/A,"Apauk, caller of Buffalo, by James Willard Schultz",1916,N/A,N/A,Houghton Mifflin,Boston,226 p,N/A,N/A,N/A,N/A,His youth in Montana.,N/A,1822,N/A,N/A,N/A
Apes,William,N/A,N/A,N/A,N/A,A son of the forest,1831,N/A,N/A,G. F. Bruce,N.Y.,214 p,N/A,N/A,N/A,N/A,Missionary to Indians in Maine and Rhode Island.,N/A,1798?,N/A,N/A,N/A
Appel,Joseph Herbert,N/A,N/A,N/A,N/A,Growing up with advertising,1940,N/A,N/A,"Business house, pubs.",N.Y.,301 p,N/A,N/A,N/A,N/A,As described by the title.,N/A,1873,N/A,N/A,N/A
Appel,Joseph Herbert,N/A,N/A,N/A,N/A,My own story,1913,N/A,N/A,Platt & Peck,N.Y.,146 p,N/A,N/A,N/A,N/A,"Lawyer, editorial writer for McClure’s and advertising executive for merchandising stores.",N/A,1873,N/A,N/A,N/A
Applegate,Jesse A.,N/A,N/A,N/A,N/A,"Recollections of my boyhood, by Jesse Applegate, Oregon pioneer of 1843",1914,N/A,N/A,Press of Review publishing co.,"Roseburg, Oreg.",99 p,N/A,N/A,N/A,N/A,Frontier boyhood in Oregon.,N/A,1835,1919,N/A,N/A
Arbuckle,John William,N/A,N/A,N/A,N/A,In the midst of the years,1942,N/A,N/A,N/A,"Waterloo, Iowa",235 p,N/A,N/A,N/A,N/A,Lawyer in Iowa.,N/A,1864,N/A,N/A,N/A
Archer,Herman,N/A,N/A,N/A,N/A,"Mr. Archer, U.S.A.",1924,N/A,N/A,"Doubleday, Page",N.Y.,326 p,N/A,N/A,N/A,N/A,"A soldier’s experiences in the war with Spain, and in France during the first World War.",N/A,N/A,N/A,N/A,N/A
Anthony,James D.,N/A,N/A,N/A,N/A,Life and times of Rev. J. D. Anthony; an autobiography,1896,N/A,N/A,C. P. Byrd,Atlanta,404 p,N/A,N/A,N/A,N/A,Methodist clergyman in Georgia and Alabama.,N/A,1825,N/A,N/A,N/A
Antin,Benjamin,N/A,N/A,N/A,N/A,The gentleman from the 22nd; an autobiography by Senator Benjamin Antin,1927,N/A,N/A,Boni & Liveright,N.Y.,301 p,N/A,N/A,N/A,N/A,A Russian Jewish immigrant who became a state senator in New York.,N/A,N/A,N/A,N/A,N/A
Antin,Mary,N/A,N/A,N/A,N/A,From Plotzk to Boston,1899,N/A,N/A,W. B. Clarke & co.,"Boston, Mass.",80 p,N/A,N/A,N/A,N/A,"Experiences on the way from Russia to America. Written by the future author of the Promised Land, at the age of eleven.",N/A,1881,N/A,N/A,N/A
Antin,Mary,N/A,N/A,N/A,N/A,Promised land,1912,N/A,N/A,Houghton Mifflin,Boston & N.Y.,373 p,N/A,N/A,N/A,N/A,The story of an immigrant from Russia.,N/A,1881,N/A,N/A,N/A
Antin,Mary,N/A,N/A,N/A,N/A,At school in the promised land,1928,N/A,N/A,Houghton Mifflin co.,Boston,112 p,N/A,N/A,N/A,N/A,In New York and Boston.,N/A,1881,N/A,N/A,N/A
Antone,Abram,N/A,N/A,N/A,N/A,"The life...taken in part from account, in Louisiana and South Carolina",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1750,1823,N/A,N/A
Andrews,Marietta Minnigerode,N/A,N/A,N/A,N/A,Memoirs of a poor relation,1927,N/A,N/A,E.P. Dutton,N.Y.,455 p,N/A,N/A,N/A,N/A,A painter tells of her first twenty-five years in Virginia.,N/A,1869,1931,N/A,N/A
Andrews,Marietta Minnigerode,N/A,N/A,N/A,N/A,My studio window; sketches of the pageant of Washington life,1928,N/A,N/A,E.P. Dutton co.,N.Y.,450 p,N/A,N/A,N/A,N/A,"A painter’s life in Washington, D.C.",N/A,1879,1931,N/A,N/A
Andrews,Robert W.,N/A,N/A,N/A,N/A,"The life and adventures of Captain Robert W. Andrews of Sumter, North Carolina",1887,N/A,N/A,Printed for the author,Boston,87 p,N/A,N/A,N/A,N/A,"Teamster, farmer, hotel owner in South Carolina in pre-Civil War days.",N/A,1790,N/A,N/A,N/A
Andrews,Roy Chapman,N/A,N/A,N/A,N/A,Ends of the earth,1929,N/A,N/A,G.P. Putnam’s sons,"N.Y., London",355 p,N/A,N/A,N/A,N/A,Naturalist.,N/A,1884,N/A,N/A,N/A
Andrews,Roy Chapman,N/A,N/A,N/A,N/A,Under a lucky star,1943,N/A,N/A,Viking,N.Y.,300 p,N/A,N/A,N/A,N/A,Naturalist.,N/A,1884,N/A,N/A,N/A
Andros,Thomas,N/A,N/A,N/A,N/A,"The old Jersey captive...on board the old Jersey prison ship at New York, 1781",1833,N/A,N/A,Wm. Peirce,Boston,80 p,N/A,N/A,N/A,N/A,Privateer.,N/A,1759,1845,N/A,N/A
Angell,Frank Capron,N/A,N/A,N/A,N/A,"Looking backward, four score years",1925,N/A,N/A,Centredale press,"Centredale, R.I.",178 p,N/A,N/A,N/A,N/A,"Rhode Island harness maker, real estate agent and town treasurer.",N/A,1845,1925,N/A,N/A
Angell,George Thorndike,N/A,N/A,N/A,N/A,Autobiographical sketches and personal recollections by Geo. T. Angell,1892?,N/A,N/A,N/A,Boston,37 p,N/A,N/A,N/A,N/A,Reformer who was interested in the treatment of animals and in public health.,N/A,1823,1909,N/A,N/A
Angell,James Burrill,N/A,N/A,N/A,N/A,Reminiscences,1911,N/A,N/A,Longmans,N.Y.,258 p,N/A,N/A,N/A,N/A,"Professor of Literature, college president and diplomatic officer.",N/A,1829,1916,N/A,N/A
Anonsen,Andrew E.,N/A,N/A,N/A,N/A,Autobiographical sketches,1939,N/A,N/A,N/A,Kerkhoven,23 leaves,N/A,N/A,N/A,N/A,A Norwegian lumber camp worker in Washington tells mainly of his early days as a sailor.,N/A,1863,N/A,N/A,N/A
Arliss,George,N/A,N/A,N/A,N/A,Up the years from Bloomsbury,1927,N/A,N/A,"Little, Brown",Boston,312 p,N/A,N/A,N/A,N/A,Star of stage and screen who was born in England.,N/A,1868,N/A,N/A,N/A
Arms,Hiram Phelps,N/A,N/A,N/A,N/A,"A brief sketch of the life of Rev. H. P. Arms, D.D.",1882,N/A,N/A,"Alfred Mudge & son, printers",Boston,35 p,N/A,N/A,N/A,N/A,"A New England boyhood, followed by a career as a Congregational clergyman.",N/A,1799,1822,N/A,N/A
Arms,Mary L. (Day),N/A,N/A,N/A,N/A,Incidents in the life of a blind girl,1859,N/A,N/A,James Young,Baltimore,206 p,N/A,N/A,N/A,N/A,Her life at school for blind in Maryland.,N/A,1836,N/A,N/A,N/A
Arms,Mary L. (Day),N/A,N/A,N/A,N/A,The world as I have found it,1878,N/A,N/A,James Young,Baltimore,311 p,N/A,N/A,N/A,N/A,The married life in Chicago of a blind woman.,N/A,1836,N/A,N/A,N/A
Armsby,Mrs. Leonora (Wood),N/A,N/A,N/A,N/A,Musicians talk,1935,N/A,N/A,Dial press,N.Y.,242 p,N/A,N/A,N/A,N/A,By a patron of music in California.,N/A,N/A,N/A,N/A,N/A
Armstrong,Benjamin G.,N/A,N/A,N/A,N/A,"Early life among the Indians. Reminiscences from the life of Benj. G. Armstrong. Treaties of 1835, 1837, 1842 and 1854. Habits and customs of the Red Men of the forest.",1892,N/A,N/A,Press of A. W. Bowron,"Ashland, Wisconsin",266 p.,N/A,N/A,N/A,N/A,"By an Indian trader in the St. Croix valley, beginning with 1840.",N/A,1820,N/A,N/A,N/A
Armstrong,David Maitland,N/A,N/A,N/A,N/A,"Day before yesterday, reminiscences of a varied life",1920,N/A,N/A,C. Scribner’s sons,N.Y.,333 p,N/A,N/A,N/A,N/A,Painter.,N/A,1836,1918,N/A,N/A
Armstrong,Louis,N/A,N/A,N/A,N/A,Swing that music,1936,N/A,N/A,"Longmans, Green & co.",N.Y.,136 p,N/A,N/A,N/A,N/A,Negro leader of jazz bands.,N/A,1900,N/A,N/A,N/A
Armstrong,Nelson,N/A,N/A,N/A,N/A,Nuggets of experience,1906,N/A,N/A,N/A,San Bernardino,257 p,N/A,N/A,N/A,N/A,The author tells of his frontier mining experiences in the Dakotas and of his services in the Union army.,N/A,N/A,N/A,N/A,N/A
Armstrong,William H.,N/A,N/A,N/A,N/A,Red-tape and pigeon-hole generals: as seen from the ranks during a crime,1823,N/A,N/A,N/A,Morrisville,12 p,N/A,N/A,N/A,N/A,Oneida Indian relates a life of crime.,N/A,N/A,N/A,N/A,N/A
Apauk,N/A,N/A,N/A,N/A,N/A,"Apauk, caller of Buffalo, by James Willard Schultz",1916,N/A,N/A,Houghton Mifflin,Boston,226 p,N/A,N/A,N/A,N/A,His youth in Montana.,N/A,1822,N/A,N/A,N/A
Apes,William,N/A,N/A,N/A,N/A,A son of the forest,1831,N/A,N/A,G. F. Bruce,N.Y.,214 p,N/A,N/A,N/A,N/A,Missionary to Indians in Maine and Rhode Island.,N/A,1798?,N/A,N/A,N/A
Appel,Joseph Herbert,N/A,N/A,N/A,N/A,Growing up with advertising,1940,N/A,N/A,"Business house, pubs.",N.Y.,301 p,N/A,N/A,N/A,N/A,As described by the title.,N/A,1873,N/A,N/A,N/A
Appel,Joseph Herbert,N/A,N/A,N/A,N/A,My own story,1913,N/A,N/A,Platt & Peck,N.Y.,146 p,N/A,N/A,N/A,N/A,"Lawyer, editorial writer for McClure’s and advertising executive for merchandising stores.",N/A,1873,N/A,N/A,N/A
Applegate,Jesse A.,N/A,N/A,N/A,N/A,"Recollections of my boyhood, by Jesse Applegate, Oregon pioneer of 1843",1914,N/A,N/A,Press of Review publishing co.,"Roseburg, Oreg.",99 p,N/A,N/A,N/A,N/A,Frontier boyhood in Oregon.,N/A,1835,1919,N/A,N/A
Arbuckle,John William,N/A,N/A,N/A,N/A,In the midst of the years,1942,N/A,N/A,N/A,"Waterloo, Iowa",235 p,N/A,N/A,N/A,N/A,Lawyer in Iowa.,N/A,1864,N/A,N/A,N/A
Archer,Herman,N/A,N/A,N/A,N/A,"Mr. Archer, U.S.A.",1924,N/A,N/A,"Doubleday, Page",N.Y.,326 p,N/A,N/A,N/A,N/A,"A soldier’s experiences in the war with Spain, and in France during the first World War.",N/A,N/A,N/A,N/A,N/A
Anthony,James D.,N/A,N/A,N/A,N/A,Life and times of Rev. J. D. Anthony; an autobiography,1896,N/A,N/A,C. P. Byrd,Atlanta,404 p,N/A,N/A,N/A,N/A,Methodist clergyman in Georgia and Alabama.,N/A,1825,N/A,N/A,N/A
Antin,Benjamin,N/A,N/A,N/A,N/A,The gentleman from the 22nd; an autobiography by Senator Benjamin Antin,1927,N/A,N/A,Boni & Liveright,N.Y.,301 p,N/A,N/A,N/A,N/A,A Russian Jewish immigrant who became a state senator in New York.,N/A,N/A,N/A,N/A,N/A
Antin,Mary,N/A,N/A,N/A,N/A,From Plotzk to Boston. Second edition,1899,N/A,N/A,W. B. Clarke & co.,"Boston, Mass.",80 p,N/A,N/A,N/A,N/A,"Experiences on the way from Russia to America. Written by the future author of the Promised Land, at the age of eleven.",N/A,1881,N/A,N/A,N/A
Antin,Mary,N/A,N/A,N/A,N/A,Promised land,1912,N/A,N/A,Houghton Mifflin,Boston & N.Y.,373 p,N/A,N/A,N/A,N/A,The story of an immigrant from Russia.,N/A,1881,N/A,N/A,N/A
Antin,Mary,N/A,N/A,N/A,N/A,At school in the promised land,1928,N/A,N/A,Houghton Mifflin co.,Boston,112 p,N/A,N/A,N/A,N/A,In New York and Boston.,N/A,1881,N/A,N/A,N/A
Antone,Abram,N/A,N/A,N/A,N/A,"The life . . . taken in part from account, in Louisiana and South Carolina",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1750,1823,N/A,N/A
Andrews,Marietta Minnigerode,N/A,N/A,N/A,N/A,Memoirs of a poor relation,1927,N/A,N/A,E.P. Dutton,N.Y.,455 p,N/A,N/A,N/A,N/A,A painter tells of her first twenty-five years in Virginia.,N/A,1869,1931,N/A,N/A
Andrews,Marietta Minnigerode,N/A,N/A,N/A,N/A,My studio window; sketches of the pageant of Washington life,1928,N/A,N/A,E.P. Dutton co.,N.Y.,450 p,N/A,N/A,N/A,N/A,"A painter’s life in Washington, D.C.",N/A,1879,1931,N/A,N/A
Andrews,Robert W.,N/A,N/A,N/A,N/A,"The life and adventures of Captain Robert W. Andrews of Sumter, North Carolina",1887,N/A,N/A,Printed for the author,Boston,87 p,N/A,N/A,N/A,N/A,"Teamster, farmer, hotel owner in South Carolina in pre-Civil War days.",N/A,1790,N/A,N/A,N/A
Andrews,Roy Chapman,N/A,N/A,N/A,N/A,Ends of the earth,1929,N/A,N/A,G.P. Putnam’s sons,"N.Y., London",355 p,N/A,N/A,N/A,N/A,Naturalist.,N/A,1884,N/A,N/A,N/A
Andrews,Roy Chapman,N/A,N/A,N/A,N/A,Under a lucky star,1943,N/A,N/A,Viking,N.Y.,300 p,N/A,N/A,N/A,N/A,Naturalist.,N/A,1884,N/A,N/A,N/A
Andros,Thomas,N/A,N/A,N/A,N/A,"The old Jersey captive . . . on board the old Jersey prison ship at New York, 1781",1833,N/A,N/A,Wm. Peirce,Boston,80 p,N/A,N/A,N/A,N/A,Privateer.,N/A,1759,1845,N/A,N/A
Angell,Frank Capron,N/A,N/A,N/A,N/A,"Looking backward, four score years",1925,N/A,N/A,Centredale press,"Centredale, R.I.",178 p,N/A,N/A,N/A,N/A,"Rhode Island harness maker, real estate agent and town treasurer.",N/A,1845,1925,N/A,N/A
Angell,George Thorndike,N/A,N/A,N/A,N/A,Autobiographical sketches and personal recollections,1892?,N/A,N/A,N/A,Boston,37 p,N/A,N/A,N/A,N/A,Reformer who was interested in the treatment of animals and in public health.,N/A,1823,1909,N/A,N/A
Angell,James Burrill,N/A,N/A,N/A,N/A,Reminiscences,1911,N/A,N/A,Longmans,N.Y.,258 p,N/A,N/A,N/A,N/A,"Professor of Literature, college president and diplomatic officer.",N/A,1829,1916,N/A,N/A
Anonsen,Andrew E.,N/A,N/A,N/A,N/A,Autobiographical sketches,1939,N/A,N/A,N/A,Kerkhoven,23 leaves,N/A,N/A,N/A,N/A,A Norwegian lumber camp worker in Washington tells mainly of his early days as a sailor.,N/A,1863,N/A,N/A,N/A
Arliss,George,N/A,N/A,N/A,N/A,Up the years from Bloomsbury,1927,N/A,N/A,"Little, Brown",Boston,312 p,N/A,N/A,N/A,N/A,Star of stage and screen who was born in England.,N/A,1868,N/A,N/A,N/A
Arms,Hiram Phelps,N/A,N/A,N/A,N/A,"A brief sketch of the life of Rev. H. P. Arms, D.D.",1882,N/A,N/A,"Alfred Mudge & son, printers",Boston,35 p,N/A,N/A,N/A,N/A,"A New England boyhood, followed by a career as a Congregational clergyman.",N/A,1799,1822,N/A,N/A
