author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
BOLTON,Glorney and Sybil,N/A,N/A,N/A,N/A,Two Lives Converge,1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dual autobiography; his work at Bodleian; Oxford life; and Journalism in Yorkshire; her education at convent in Holland; childhood in W. Riding; anglo-catholicism; journalism; public affairs.,Journalist; Educator,N/A,N/A,N/A,N/A
BOLTON,John,N/A,N/A,N/A,N/A,Personal Narrative,1871,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Residence in Barnsley 1818-42; industrial & labour troubles; Chartism; Jacquard loom.,N/A,N/A,N/A,N/A,N/A
BOLKELL,F. A.,N/A,N/A,N/A,N/A,With a Reservist in France,1917,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Simple narrative of his service with Lancs Regiment in France WW1; Mons to Loos.,Reservist; Soldier,N/A,N/A,N/A,N/A
BOND,Jessie,N/A,N/A,N/A,N/A,Life and Reminiscences,1930,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cockney childhood; choir work in Liverpool; musical training; singing; her career in Gilbert and Sullivan operas.,Singer; Performer,N/A,N/A,N/A,N/A
BOND,Reginald C.,N/A,N/A,N/A,N/A,Prisoners,1934,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Experiences in France WW1; Mons; capture; three years in German prisons; escape; Holland interment.,N/A,N/A,N/A,N/A,N/A
BONDFIELD,Margaret,N/A,N/A,N/A,N/A,A Life's Work,1949,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Somerset; London shop girl; a career in trade union and labour movement; WW1; Russian diary; Parliamentary career; the cabinet; retirement & retrospect of 30's.,Trade Unionist; Politician,N/A,N/A,N/A,N/A
BONE,Sir David W.,N/A,N/A,N/A,N/A,Herch,1949,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His experiences as a merchant-seaman in sailing and steam ships and his services in WW2 transporting children to USA and troops to Mediterranean, French and Far Eastern theatres of war.",Merchant-Seaman,N/A,N/A,N/A,N/A
BONHAM,Colonel John,N/A,N/A,N/A,N/A,Oude in 1857,1928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Reminiscences of his service in Indian Mutiny; military affairs in outstations of Oude.,Colonel; Military,N/A,N/A,N/A,N/A
BONNEY,Thomas George,N/A,N/A,N/A,N/A,Memories,1921,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"School; Cambridge; travels, climbing, geology; Victorian social life; Kingsley; daily life.",N/A,N/A,N/A,N/A,N/A
BONWICK,James,N/A,N/A,N/A,N/A,An Octogenarian's Reminiscences,1902,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,London boyhood and education; training and work as teacher.,Teacher,N/A,N/A,N/A,N/A
BOOTHBY,Laetitia,N/A,N/A,N/A,N/A,Memoirs,1872,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Theatrical life; Covent, Garden; Garrick; companion; intrigue; amours; it may be fiction.",Actress,N/A,N/A,N/A,N/A
BRDEN,Mary,N/A,N/A,N/A,N/A,Aley,1946,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Novelist's experiences in France in early days of WW2; with a hospital unit in N. Africa.,Novelist,N/A,N/A,N/A,N/A
BORODIN,George,N/A,N/A,N/A,N/A,One Horizon,1948,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"A doctor's world-wide travels, adventures and medical experiences, especially in the South Pacific.",Doctor,N/A,N/A,N/A,N/A
BORROW,George,N/A,N/A,N/A,N/A,Bible in Spain,1843,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Experiences as agent of Bible Society; adventures with gypsies and Basques and troubles; prison reflections.,Agent,N/A,N/A,N/A,N/A
BOSANQUET,Augustus Henry,N/A,N/A,N/A,N/A,India Seventy Years Ago,1881,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His boyhood in India; family life and sport; early service with East-India Co.,N/A,N/A,N/A,N/A,N/A
BOSTOCK,Edward Henry,N/A,N/A,N/A,N/A,Mensgeries,1927,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Bucks; life in circuses, menageries and theatres; tours throughout British Isles; anecdotes.",Manager,N/A,N/A,N/A,N/A
BOSTON,Themas,N/A,N/A,N/A,N/A,Memoirs,1776,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Life and ministry at Ettrick; controversies in Church of Scotland.,Cleric,N/A,N/A,N/A,N/A
BOSWELL,John,N/A,N/A,N/A,N/A,Pig's Head,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A partial autobiography of his fight against drink and work at the Birmingham Gospel P.L. Temperance Mission.,N/A,N/A,N/A,N/A,N/A
BOSWELL-STONE,Lucis Catherine,N/A,N/A,N/A,N/A,Memories,1895,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Dorchester; childhood & family life; townspeople; dreams and spiritualism; Dorchester people, customs and antiquities.",N/A,N/A,N/A,N/A,N/A
BOTELER,Captain John Harvey,N/A,N/A,N/A,N/A,Recollection,1883,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Pleasant record of his ships, his men, his naval career; and general account of sea life &c 18 Cent.",Navy Captain,N/A,N/A,N/A,N/A
BOTT,Alan John,N/A,N/A,N/A,N/A,With a Flyer during WW1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Experiences and adventures of a flyer during WW1; with RFC in France; early military air craft.,Flyer,N/A,N/A,N/A,N/A
BOOKER,Beryl Lee,N/A,N/A,N/A,N/A,Yesterday's Child,1937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Derbyshire childhood and family life, 1890-1909; boarding schools; middle-class family piece.",N/A,N/A,N/A,N/A,N/A
BOON,John,N/A,N/A,N/A,N/A,Victorians,1928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Journalist's work and reminiscences, 1883-1926; Times and Mail; Parliament; war; special correspondent; airs and public men.",Journalist,N/A,N/A,N/A,N/A
BOOSE,James R.,N/A,N/A,N/A,N/A,Memory Serving,1928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Clerk, librarian, travelling commissioner; 50 years in Royal Colonial Institute; imperial affairs.",Clerk; Librarian,N/A,N/A,N/A,N/A
BOOSEY,William,N/A,N/A,N/A,N/A,Fifty Years,1931,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Music publishing with Boosey and Chappell, 1880-1939; London musical life and anecdotes.",Music Publisher,N/A,N/A,N/A,N/A
BOOTH,Doris Regina,N/A,N/A,N/A,N/A,"Mountains, Gold and Cannibals",1929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gold mining with her husband in New Guinea in the 20's at Bulolo River; humanitarianism; her hospital work; travels.,N/A,N/A,N/A,N/A,N/A
BOOTH,John Bennion,N/A,N/A,N/A,N/A,Times Parade,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Life and work as sporting journalist with 'The Pink 'Un'; racing and sport; music halls and theatre; Bohemian life and celebrities; anecdotes.,Sports Journalist,N/A,N/A,N/A,N/A
BOOTH,Mary Warburton,N/A,N/A,N/A,N/A,My Testimony,1947,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Spiritual autobiography; religious life; social work in the London slums; mission work in India.,Social Worker,N/A,N/A,N/A,N/A
BOOTH,W. Bramwell,N/A,N/A,N/A,N/A,These Fifty Years,1929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His Echoes & Memades parents and religious upbringing; life work and travels for Salvation Army; struggles and triumph; Rhodes, Stead, and famous churchmen.",N/A,N/A,N/A,N/A,N/A
BOOTHBY,Capt. Charles,N/A,N/A,N/A,N/A,A Prisoner in France,1698,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Service in Peninsular War; at Talavera; capture; experiences in prison in France.,Captain,N/A,N/A,N/A,N/A
BOOTHBY,Com. Hubert Basil,N/A,N/A,N/A,N/A,N/A,1935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His life at sea 1878-1928; in merchant navy; R.N.R.; naval anecdotes and experiences in many parts of the world.,Commodore; Merchant Navy,N/A,N/A,N/A,N/A
BOTTLE,Dorothy M.,N/A,N/A,N/A,N/A,Reminiscences of a Queen's Army Schoolmistress,1936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Work teaching soldiers' children; Ireland, Kent, Jamaica, Near East.",Schoolmistress,N/A,N/A,N/A,N/A
BOTTOME,Phyllis,N/A,N/A,N/A,N/A,Search for a Soul,1947,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Psychologically frank account of childhood and family relations and their effect on her character.,N/A,N/A,N/A,N/A,N/A
BOTTQMLEY,Horatio William,N/A,N/A,N/A,N/A,Bottomley's Book,1909,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His work in a lawyer's office; career in politics and M.P. for Hackney; activities among the London poor.,Lawyer; Politician; Member of Parliament,N/A,N/A,N/A,N/A
BOUGHTON,Capt. George Piper,N/A,N/A,N/A,N/A,Sea- Boy,1926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,In sailing ships; the old sea life; pirates; South Seas; steamships; marvels & adventure.,Captain,N/A,N/A,N/A,N/A
BOULESTIN,Xavier Marcel,N/A,N/A,N/A,N/A,Self,1936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His early life in Perigord and Paris; nostalgic memories of artistic society & his discovery of London; London scene and society before WWI; work as interpreter in WWI; gastronomy and restaurants; writing; gossip.,N/A,N/A,N/A,N/A,N/A
BOULLIER,John A.,N/A,N/A,N/A,N/A,Jottings by a Gunner,1917,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Methodist chaplain; gunner with RFA in France; chaplain with the infantry; WWI.,Chaplain; Gunner,N/A,N/A,N/A,N/A
BOULNOIS,Henry Percy,N/A,N/A,N/A,N/A,Reminiscences,1920,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,London childhood; King's College; engineering in Exeter and other towns; sanitary work.,Engineer,N/A,N/A,N/A,N/A
BOULTON,Alexander C. F.,N/A,N/A,N/A,N/A,Adventures,1939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Canadian boyhood; legal work, journalism, politics in England; M.P., colonial interests; arbitration in N. England.",Politician; Lawyer; Journalist,N/A,N/A,N/A,N/A
BOURNE,Gilbert Charles,N/A,N/A,N/A,N/A,Memories,1933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,School life at Eton in 70's; mostly deals with rowing.,N/A,N/A,N/A,N/A,N/A
BOURNE,Pamela,N/A,N/A,N/A,N/A,Out of the World,1935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Her travels and adventures; New Zealand, Fiji, Tonga, Raratonga.",N/A,N/A,N/A,N/A,N/A
BOUTFLOWER,Andrew,N/A,N/A,N/A,N/A,Scenes,1916,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Chorister at Manchester Cathedral; church life and religion; Tractarians.,Chorister,N/A,N/A,N/A,N/A
BOWATER,Sir William,N/A,N/A,N/A,N/A,Birmingham and I,1931,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Business and public life in Birmingham; city life; politics; career of self-made man; Lord Mayor. Published in 'Evening Despatch'; cuttings in Birmingham Public Library.,Businessman; Politician,N/A,N/A,N/A,N/A
BOWDICH,Thomas Edward,N/A,N/A,N/A,N/A,Mission from Cape Coast Castle,1819,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His embassy to Ashanti in 1817; court life; native customs on Gold Coast; diary.,N/A,N/A,N/A,N/A,N/A
BOWEN,Catherine S. D.,N/A,N/A,N/A,N/A,Friends and Fiddlers,1936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pleasant memories of family life and amateur music.,N/A,N/A,N/A,N/A,N/A
BOWEN,Elizabeth,N/A,N/A,N/A,N/A,Seven Winters,1942,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Childhood in Dublin & County Cork, early century; education and family life; early impressions; a graceful record.",N/A,N/A,N/A,N/A,N/A
BOWEN,Stella,N/A,N/A,N/A,N/A,Drawn from Life,1941,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Australian childhood; London art studies; painting in Sussex and France; expatriate artists and writers; life in London to 1940.,N/A,N/A,N/A,N/A,N/A
BOWER,Fred,N/A,N/A,N/A,N/A,Rolling Stonemason,1936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Liverpool boyhood; training as mason; work in Canada and USA; trade-unionism; Upton Sinclair; Jim Larkin; WWI; gold-digging in Australia.,Mason,N/A,N/A,N/A,N/A
BOWER,Frederick Orpen,N/A,N/A,N/A,N/A,Sixty Years,1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Repton; Cambridge; professor of botany; London, Glasgow; botanical scholars and studies, from 1875.",Professor of Botany,N/A,N/A,N/A,N/A
BOWER,Capt. Hamilton,N/A,N/A,N/A,N/A,Exploration Journal,1894,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Exploring in Tibet; return via China; Tibetan life & customs; hardships.,Captain,N/A,N/A,N/A,N/A
BOWERS,Lt. William,N/A,N/A,N/A,N/A,Naval Adventures,1833,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Boy at sea; travel and adventures and hardships of seaman's life; a cheerful record.,Lieutenant; Seaman,N/A,N/A,N/A,N/A
BOWES,John,N/A,N/A,N/A,N/A,Autobiography,1872,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Conversion to Methodism; indefatigable travels and preaching; diary and articles.,Methodist Minister,N/A,N/A,N/A,N/A
BOWES,William,N/A,N/A,N/A,N/A,Express Deliveries,1949,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Cricketing memories and anecdotes of the Yorkshire & England fast bowler; games, players, and tours.",Cricketer,N/A,N/A,N/A,N/A
BOWKER,Archibald Edgar,N/A,N/A,N/A,N/A,Behind the Bar,1947,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Legal reminiscences; famous trials and lawyers; Marshall Hall; Birkett, etc.",Lawyer,N/A,N/A,N/A,N/A
BOWLER,Louis P.,N/A,N/A,N/A,N/A,Gold Co Palave,1911,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mining for diamonds and gold; railway construction; natives & settlers; from 1901.,Miner,N/A,N/A,N/A,N/A
BOWLES,Thomas Gibson,N/A,N/A,N/A,N/A,Flotsam and Jetsam,1882,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Personal life, reading and anecdotes, but mainly experiences as yachtsman.",Yachtsman,N/A,N/A,N/A,N/A
BOWMAN,Humphrey Ernest,N/A,N/A,N/A,N/A,Middle-East Window,1942,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His work in schools in Egypt, Sudan, Iraq, Palestine, 1903 to 1936; educational affairs.",Educator,N/A,N/A,N/A,N/A
BOWNAS,Seamus,N/A,N/A,N/A,N/A,Account of the Life,1756,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Autobiography of Westmoreland Quaker; ministry and travels in British Isles, West Indies, America.",Quaker Minister,N/A,N/A,N/A,N/A
BOWRING,Sir John,N/A,N/A,N/A,N/A,Autobiographical Recollections,1877,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Boyhood and early business life; Westminster Review & its contributors; politics, Parliament, public affairs; reminiscences of 4 celebrities in public life.",Politician; Writer,N/A,N/A,N/A,N/A
BOWYER,George W.,N/A,N/A,N/A,N/A,Lively Ahoy,n.d.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Work as pilot and ship-builder for 58 years at Southampton, Copy Southampton Public Library.",Pilot; Ship-builder,N/A,N/A,N/A,N/A
BOWYER,William,N/A,N/A,N/A,N/A,Brought Out in Evidence,1941,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Summing-up at 50; reactions to public affairs & intellectual, spiritual, and political ideas of his time, with brief notes on everything in general.",N/A,N/A,N/A,N/A,N/A
BOX,Edward Gaspar,N/A,N/A,N/A,N/A,Of Time,1936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Winchester College in 50's; Fearon's House; school life; customs.,N/A,N/A,N/A,N/A,N/A
BOYD,Andrew Kennedy Hutchison,N/A,N/A,N/A,N/A,Twenty-Five Years,1892,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His work as minister; parish work; social life in St. Andrews; the Church; education; literature; people.,Minister,N/A,N/A,N/A,N/A
BOYD,Donald,N/A,N/A,N/A,N/A,Salute of Guns,1930,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Good personal narrative of artillery officer in France, WWI; Somme, Ypres, 1918 offensive.",Artillery Officer,N/A,N/A,N/A,N/A
BOYD,Frank M.,N/A,N/A,N/A,N/A,Pelican's Tale,1919,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"St. Andrews; 50 years as journalist in London, etc.; sporting journalism; The Pelican; Bohemian London; clubs; theatres.",Journalist,N/A,N/A,N/A,N/A
BOYD,Joyce,N/A,N/A,N/A,N/A,My Farm in Lion Countyy,1933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Her farming experiences after WW in Tangenyika; family and domestic affairs; social life; gardening; lions and adventures.,N/A,N/A,N/A,N/A,N/A
BOYD,Mark,N/A,N/A,N/A,N/A,Reminiscences of Fift: Years,1871,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Politics and politicians from Pitt onwards; largely Scottish; 4 Campbell the poet; celebrities.,N/A,N/A,N/A,N/A,N/A
BOYD,Martin,N/A,N/A,N/A,N/A,Single Flame,1939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Boyhood hopes contrasted with experience; ideals, religion & disillusionment in war; politics; writing.",N/A,N/A,N/A,N/A,N/A
BOYDEN,James,N/A,N/A,N/A,N/A,The Man,1828,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Two existences; German, English; accumulating evidence of metempsychosis during Westminster schooldays; retracing former life in Germany Fusell; Mesmer.",N/A,N/A,N/A,N/A,N/A
BOYES,John,N/A,N/A,N/A,N/A,"John Boyes, King of Wakikuyu",1911,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Runaway to sea; service in South African police; life as trader in Uganda; personal rule of Kikuyu tribe until ousted by government.,N/A,N/A,N/A,N/A,N/A
BOYLE,Daniel,N/A,N/A,N/A,N/A,Ke in ble,1937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Scotaman's emigration; hobo & bootlegger in Canada and USA: adventures in Pacific and in Franco's Spain picaresque story.,N/A,N/A,N/A,N/A,N/A
BOYLE,Frederick,N/A,N/A,N/A,N/A,Adventures Among the Dyaks,1865,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His life and adventures in Sarawak; Rajah Brooke's rule; native life; European residents; explorations.,N/A,N/A,N/A,N/A,N/A
BOYLE,George David,N/A,N/A,N/A,N/A,Recollections,1895,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Edinburgh; Scott; Charterhouse Dean & Oxford; ministry in Midlands; church, politics, literature.",N/A,N/A,N/A,N/A,N/A
BOYLE,Mary Louisa,N/A,N/A,N/A,N/A,Court and Country House Book,1901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Society; literature and arts; Hampton Court; Dickens, Tennyson, Browning, & Lowell, etc.",N/A,N/A,N/A,N/A,N/A
BOYME,Don,N/A,N/A,N/A,N/A,I Remember Maynooth,1937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"College life, classwork exams, games; theological disputes; a gravely humorous record.",N/A,N/A,N/A,N/A,N/A
BOYS,Capt. Edward,N/A,N/A,N/A,N/A,Narrative of Captivity,1827,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Naval service in the Napoleonic wars; capture; prisoner in France; escape; 1803-9.,N/A,N/A,N/A,N/A,N/A
BRAEROOK,Sir Edward,N/A,N/A,N/A,N/A,Some Notes,1932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,London; career as actuary; insurance work; antiquarianism and anthropology; public work; Methodism; a busy and varied life.,N/A,N/A,N/A,N/A,N/A
ERACKENBURY,Sir Henry,N/A,N/A,N/A,N/A,Some Memoirs,1909,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Military career from 1853; Indian Mutiny; Franco-Prussian war; Ashanti War; military attaché in Paris; professor of military history; journalism.,N/A,N/A,N/A,N/A,N/A
ERADDOCK,Joseph E.,N/A,N/A,N/A,N/A,Bright Ghost,1936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Boyhood in Lancashire & London before WWI; simple & graphic account slightly fictional.,N/A,N/A,N/A,N/A,N/A
BRADDON,Sir Edward Nicholas Coventry,N/A,N/A,N/A,N/A,Years of Sh,1895,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hunting boars & tigers in Bengal; social and station life in Oudh; the Santhal Mutiny.,N/A,N/A,N/A,N/A,N/A
BRADFORD,Samuel,N/A,N/A,N/A,N/A,Shell-Backs,1933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Sailor's parson in Marseilles, Belfast, Liverpool, etc.; practical Christianity; life of sailors.",N/A,N/A,N/A,N/A,N/A
ERADLEY,Arthur Granville,N/A,N/A,N/A,N/A,Exmoor Memories,1913,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"At Marlborough; Twyford school; Cambridge; farming in Scotland, Wilts, Canada and Virginia; Devonshire sporting life and sportsmen; country life from 1869.",N/A,N/A,N/A,N/A,N/A
BRADLEY,Cuthbert,N/A,N/A,N/A,N/A,Good Sport,1910,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Sporting journalist's reminiscences of Quorn, Belvoir and other hunts; runs, packs, masters 'The Field'.",N/A,N/A,N/A,N/A,N/A
BRADLEY,Eliza,N/A,N/A,N/A,N/A,An Authentic Narrative,1821,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Liverpool women; shipwrecked, captured by Arabs, 1818; her sufferings.",N/A,N/A,N/A,N/A,N/A
BRADLEY,Kenneth Granville,N/A,N/A,N/A,N/A,Diary of a District Officer,1943,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Administrative work as district officer; tribes; native life; law and justice.,N/A,N/A,N/A,N/A,N/A
BRADLEY,Patrick,N/A,N/A,N/A,N/A,While I Remen,1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Boyhood in Ireland and Irish country life; Irish sport & politics; writing; his impressions of America.,N/A,N/A,N/A,N/A,N/A
BRADLEY,Shelland,N/A,N/A,N/A,N/A,The Adventures of an A.D.C.,1910,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Work and social life amusements in Monaling hill station; Anglo-Indian and Indian life; light and lively.,N/A,N/A,N/A,N/A,N/A
BRADSHAW,Percy Venmner,N/A,N/A,N/A,N/A,Memory,1943,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Childhood; commercial artist; running an art school; famous pupils; his experience in WWI and WWII; 3 trips to USA, Switzerland, etc.",N/A,N/A,N/A,N/A,N/A
ERADSTREET,Capt. Dudley,N/A,N/A,N/A,N/A,Uncommon Adventures,1755,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"An Irish adventurer's picaresque life as buck, magician, pimp, etc.",N/A,N/A,N/A,N/A,N/A
ERAITHWAITE,Cecil,N/A,N/A,N/A,N/A,Fishing V,1929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Sporting life; mostly his reminiscences of trout fishing, Scotland.",N/A,N/A,N/A,N/A,N/A
ERAKE,Charles,N/A,N/A,N/A,N/A,Recollections of Life,1836,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Bath schooling; spiritual early struggles in London; troubles and conversion; ministries in Cambridgeshire, London, Brighton.",N/A,N/A,N/A,N/A,N/A
ERAKE,Hezekiah,N/A,N/A,N/A,N/A,On Two Continents,1896,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Early years at Sherborne; Methodist religious work; jile ted; work as groom; marriage; emigration to USA; frontier life.,N/A,N/A,N/A,N/A,N/A
BRAMPTON,"Sir Henry Hawkins, Baron",N/A,N/A,Harris,R.,Life in the Law,1904,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Conversations and interviews; Bedford school; legal career; barrister and judge; judges & lawyers; sporting interests.,N/A,N/A,N/A,N/A,N/A
BRAMSTON,Sir John,N/A,N/A,N/A,N/A,Autobiography,1845,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Legal study, Middle Temple, & legal career; politics and public life during the Restoration; retirement at Skreens under Commonwealth.",N/A,N/A,N/A,N/A,N/A
BRAND,Lt. Charles,N/A,N/A,N/A,N/A,Journal of a Voyage,1828,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Travel journal, 1827-28; journey afoot across Andes to Peru and across Pampas; scenery.",N/A,N/A,N/A,N/A,N/A
BRAND,John,N/A,N/A,N/A,N/A,Memoirs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Early days in College of Edinburgh; tutor; clerical work and life at Bo'ness; personal & family affairs; public events to 1727 MS, National Library of Scotland, No. 1668, 190 fos.",N/A,N/A,N/A,N/A,N/A
ERAND,Patrick,N/A,N/A,N/A,N/A,in Chelsea,1935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Bohemian life in London 192 1934; writing; theatre and travelling shows, poverty and struggles.",N/A,N/A,N/A,N/A,N/A
BRANFCRD,John R.,N/A,N/A,N/A,N/A,Sailed with Kings,1941,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Early days at sea; officer on royal yachts; later on staff of Sergeant-at-Arms in House of Commons; his meetings with celebrities.,N/A,N/A,N/A,N/A,N/A
ERANGWYN,Sir Frank,N/A,N/A,de Belleroc,William,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Biography reminiscences in interviews; career as artist in Belgium and England; Bruges, Ditchling; views, anecdotes, gossip.",N/A,N/A,N/A,N/A,N/A
BRANSBY,Leslie,N/A,N/A,N/A,N/A,I Went A-Roving,1948,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Travels of one trying to escape from civilization; escapism & travels to islands and deserts; service in WWII and in Finnish war.,N/A,N/A,N/A,N/A,N/A
