author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
Folwell,William Watts,N/A,N/A,Buck,Solon J.,The autobiography and letters of a pioneer of culture.,1965,1933,N/A,"Univ. of Minn, press",Minneapolis,287 p.,N/A,N/A,N/A,N/A,"Historian, teacher and president of the University of Minnesota.","Historian, teacher",1833,1929,N/A,Minnesota
Forbes,John Murray,N/A,N/A,N/A,N/A,Reminiscences of John Murray Forbes.,1972,1902,3 vols.,George H. Ellis,Boston,N/A,N/A,N/A,N/A,N/A,New England industrialist who developed railroads in the midwest. The author was also a prominent advisor to the Lincoln administration. Much of these volumes is made up of letters.,Industrialist,1813,1898,N/A,N/A
Forbes,Robert Bennet,N/A,N/A,N/A,N/A,Personal reminiscences.,1973,1876,N/A,priv. pr.,Boston,382 p.,N/A,N/A,N/A,N/A,"Boston sea merchant in the China trade, who during the Civil War was Commodore of the Mass. Coast Guard.",Sea merchant,1804,1899,N/A,China
Ford,Arthur P.,N/A,N/A,N/A,N/A,Life in the Confederate army.,1974,1905,N/A,Neale,N.Y.,136 p.,N/A,N/A,N/A,N/A,As described by the title.,N/A,N/A,N/A,N/A,N/A
Fontaine,Lamar,N/A,N/A,N/A,N/A,My life and my lectures.,1966,1908,N/A,Neale,N.Y. & Wash.,361 p.,N/A,N/A,N/A,N/A,A Texas school teacher tells mainly of his services with the Confederate army. He was with Perry in 1858.,Teacher,1829,N/A,N/A,Texas
Ford,Henry,N/A,N/A,N/A,N/A,My life and work.,1976,1922,N/A,"Double day, Page & co.","Garden City, N.Y.",289 p.,N/A,N/A,N/A,N/A,"Parts of this work are autobiographical, and relate the early efforts of Mr. Ford in the manufacturing of automobiles.",Manufacturer,1863,N/A,N/A,N/A
Foote,Julia A.J.,N/A,N/A,N/A,N/A,A brand plucked from the fire. An autobiographical sketch.,1968,N/A,N/A,"Cleveland, O.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1823,N/A,N/A,N/A
Ford,Henry,N/A,N/A,N/A,N/A,Ford’s own story; as told to Rose W. Lane.,1977,1917,N/A,E. O. Jones,N.Y.,184 p.,YES,Rose W. Lane,N/A,N/A,Manufacturer.,Manufacturer,1863,N/A,N/A,N/A
Ford,James L.,N/A,N/A,N/A,N/A,Forty-odd years.,1978,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ford,O.B.,N/A,N/A,N/A,N/A,Foulke in the literary shop.,1921,N/A,N/A,E. P. Dutton,N.Y.,362 p.,N/A,N/A,N/A,N/A,"Newspaper writer, contributor to Puck, tells of his experiences, especially with people of the theatre.",Newspaper writer,1845,N/A,N/A,N/A
Ford,O. B.,N/A,N/A,N/A,N/A,Biography. . .,1979,N/A,N/A,Yale record job print,"Yale, Okla.",64 p.,N/A,N/A,N/A,N/A,Union soldier and Iowa farmer.,"Union soldier, farmer",1845,N/A,N/A,N/A
Ford,Thomas J.,N/A,N/A,N/A,N/A,With the rank and file. . .,1898,1980,N/A,Evening Wisconsin co.,Milwaukee,95 p.,N/A,N/A,N/A,N/A,Union army soldier.,Union army soldier,N/A,N/A,N/A,N/A
Forder,Archibald,N/A,N/A,N/A,N/A,Ventures among the Arabs.,1905,1981,N/A,W. N. Hartshorn,Boston,292 p.,N/A,N/A,N/A,N/A,By a protestant missionary.,Protestant missionary,1863,N/A,N/A,N/A
Fordham,Daniel,N/A,N/A,N/A,N/A,"Three years with a farmer; or, misfortunes in youth.",1874,1982,N/A,Long Island Herald print,Islip,14 p.,YES,N/A,N/A,N/A,"A thrilling account of the cruel and unnatural treatment of a child nine years of age, written by himself.",N/A,N/A,N/A,New York,N/A
Torgan,James Berwick,N/A,N/A,N/A,N/A,Recollections of a busy life.,1924,1983,N/A,Bankers pub. co.,N.Y.,335 p.,N/A,N/A,N/A,N/A,Banker in Minneapolis and Chicago.,Banker,1852,1924,N/A,N/A
Forman,Harrison,N/A,N/A,N/A,N/A,Horizon hunter. . .,1940,1984,N/A,Robert M. McBride,N.Y.,314 p.,N/A,N/A,N/A,N/A,"Aviator, adventurer in the Far East, technical director of motion pictures dealing with Chinese.",Aviator,1904,N/A,N/A,N/A
Fort,John Porter,N/A,N/A,N/A,N/A,Memorial and personal reminiscences.,1918,1989,N/A,The Knickerbocker press,N.Y.,103 p.,N/A,N/A,N/A,N/A,"After service in the Confederate army, the author turned to fruit growing, irrigation and drainage problems in Georgia.",Agriculturist,1841,1917,N/A,N/A
Fortescue,Granville,N/A,N/A,N/A,N/A,Frontline and deadline. . .,1937,1990,N/A,Putnam’s,N.Y.,310 p.,N/A,N/A,N/A,N/A,"A personal account by a war correspondent, covering 1897—1936.",War correspondent,N/A,N/A,N/A,N/A
Foss,James Henry,N/A,N/A,N/A,N/A,Gentleman from everywhere.,1902,1991,N/A,priv. pr.,Boston,318 p.,N/A,N/A,N/A,N/A,Promoter of Florida real estate ventures who previously was a travelling book agent.,"Real estate promoter, book agent",1841,N/A,N/A,N/A
Foss,Joe,N/A,N/A,N/A,N/A,"Joe Foss, flying marine. . .",1943,1992,N/A,E. P. Dutton,N.Y.,160 p.,N/A,N/A,N/A,N/A,The author flew against the Japanese in the second World War.,Pilot,N/A,N/A,N/A,N/A
Foster,Bert,N/A,N/A,N/A,N/A,A Rocky mountain parson.,1940,1993,N/A,N/A,"Upland, Calif.",96 p.,N/A,N/A,N/A,N/A,"From about 1890, mainly in Wyoming and Colorado.",Parson,N/A,N/A,N/A,"Wyoming, Colorado"
Foster,John,N/A,N/A,N/A,N/A,"Memoirs of John Foster, company G, Freeman’s regiment, February, 1863-March, 1865, C.S.A.",1918,1994,N/A,"United Daughters of the confederacy, Arkansas Division",Little Rock,18 leaves.,N/A,N/A,N/A,N/A,As described by the title.,N/A,1847,N/A,N/A,N/A
Foster,John Watson,N/A,N/A,N/A,N/A,Diplomatic memoirs.,N/A,1995,N/A,Boston & N.Y.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Diplomat,1836,1917,N/A,N/A
Forrest,Mrs. Elizabeth Chabot,N/A,N/A,N/A,N/A,Daylight moon.,1937,1986,N/A,Stokes,N.Y.,340 p.,N/A,N/A,N/A,N/A,The author was employed by the U.S. Bureau of Education to teach in Alaska.,Educator,N/A,N/A,N/A,Alaska
Forster,Minnie Jay,N/A,N/A,N/A,N/A,He led me through the wilderness.,N/A,1987,N/A,N/A,N/A,139 p.,N/A,N/A,N/A,N/A,"Wife of a farmer who was also an inventor of farm machinery. The period covered is the late 19th and early 20th century. The locale is Missouri, New Mexico, Oklahoma and Kansas.","Inventor, farmer's wife",N/A,N/A,N/A,"Missouri, New Mexico, Oklahoma, Kansas"
Forsyth,George Alexander,N/A,N/A,N/A,N/A,Thrilling days in army life.,N/A,1988,N/A,Harper & bros.,N.Y. & London,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1837,1915,N/A,N/A
Foster,William Zebulon,N/A,N/A,N/A,N/A,Pages from a worker’s life.,1939,1996,N/A,International publishers,N.Y.,314 p.,N/A,N/A,N/A,N/A,American Communist leader.,Communist leader,N/A,N/A,N/A,N/A
Foulke,William Dudley,N/A,N/A,N/A,N/A,A Hoosier autobiography.,1922,1997,N/A,Oxford univ. press,N.Y.,252 p.,N/A,N/A,N/A,N/A,"Historian and politician. The author served as State Senator in Indiana, and was a member of the U.S. Civil Service Commission. He was also interested in civil service and monopoly reforms, and in the cause of peace.","Historian, politician",1848,1935,N/A,Indiana
Fowle,Charles H.,N/A,N/A,N/A,N/A,The life and career of. . .,1925,1998,N/A,N.p.,N/A,N/A,N/A,N/A,N/A,N/A,"Work by Evangelical Friends, mainly in Ohio and Indiana.",N/A,1852,N/A,N/A,N/A
France,George W.,N/A,N/A,N/A,N/A,The struggles 1865-1889.,1890,2010,N/A,"I. Goldmann, printer",N.Y.,607 p.,N/A,N/A,N/A,N/A,Miner in Nevada who then went to a homestead in Idaho.,Miner,N/A,N/A,N/A,N/A
Francis,Charles,N/A,N/A,N/A,N/A,Printing for profit. . .,1917,2011,N/A,Bobbs-Merrill,N.Y.,404 p.,N/A,N/A,N/A,N/A,By an outstanding business executive in printing.,Business executive,1848,1936,N/A,N/A
Francis,Charles Lewis,N/A,N/A,N/A,N/A,Narrative of a private soldier in the volunteer army of the United States.,1879,2012,N/A,William Jenkins & co.,Brooklyn,185 p.,N/A,N/A,N/A,N/A,"Union army, 1861-63.",Union soldier,N/A,N/A,N/A,N/A
Franck,Rachel (Latta),N/A,N/A,N/A,N/A,I married a vagabond; the story of the family of the writing vagabond.,1939,2013,N/A,D. Appleton-Century co.,N.Y.,241 p.,N/A,N/A,N/A,N/A,"Travels in the West Indies, Japan, China, Korea, Scandinavia, England, and France.",N/A,N/A,N/A,N/A,N/A
Frank,Herman W.,N/A,N/A,N/A,N/A,Scrapbook of a western pioneer.,N/A,2014,N/A,Association”.,Los Angeles,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fowler,A. Richard,N/A,N/A,N/A,N/A,From the pulpit to the penitentiary.,N/A,1999,N/A,Mrs. Maggie L. Fowler,"Fountain Inn, S.C.",135 p.,N/A,N/A,N/A,N/A,"Presbyterian clergyman in Georgia and South Carolina, imprisoned for forgery.",Clergyman,1868,N/A,N/A,"Georgia, South Carolina"
Fowler,Gene,N/A,N/A,N/A,N/A,. . .A solo in tom-toms.,1931,2000,N/A,"Covici, Friede",N.Y.,30 p.,N/A,N/A,N/A,N/A,"Journalist. See also the later work of the same title, published in 1946.",Journalist,1890,N/A,N/A,N/A
Fowler,Smith,N/A,N/A,N/A,N/A,Autobiographical sketch.,1877,2001,N/A,Times & standard steam power print,"Manistee, Mich.",N/A,N/A,N/A,N/A,N/A,N/A,Lawyer,1829,N/A,N/A,Michigan
Fowler,Theodosius,N/A,N/A,N/A,N/A,Memoir...,1859,2002,N/A,pr. by W. H. Tinson,N.Y.,15 p.,N/A,N/A,N/A,N/A,Soldier who served in the Revolutionary War.,Soldier,N/A,N/A,N/A,N/A
Fox,Ebenezer,N/A,N/A,N/A,N/A,"The adventures of Ebenezer Fox, in the Revolutionary War.",1848,2003,N/A,Charles Fox,Boston,240 p.,N/A,N/A,N/A,N/A,As described by the title.,N/A,1763,1843,N/A,N/A
Fox,George Henry,N/A,N/A,N/A,N/A,Reminiscences.,1926,2004,N/A,Medical life press,N.Y.,248 p.,N/A,N/A,N/A,N/A,New York doctor and professor at the College of Physicians and Surgeons.,"Doctor, professor",1846,1937,N/A,N/A
Fox,John,N/A,N/A,N/A,N/A,Life... written by Hollis Kellogg.,1921,2005,N/A,Truran & sons,"Meadville, Pa.",95 p.,YES,Hollis Kellogg,N/A,N/A,"Pennsylvania farmer, mail carrier and carpenter. A dictated account.","Farmer, mail carrier, carpenter",1831,N/A,N/A,N/A
Fox,Wells B.,N/A,N/A,N/A,N/A,What I remember of the great rebellion.,1892,2006,N/A,D. D. Thorp,Lansing,278 p.,N/A,N/A,N/A,N/A,Surgeon with Michigan outfit.,Surgeon,N/A,N/A,N/A,N/A
Foy,Eddie,N/A,N/A,N/A,N/A,Clowning through life.,1928,2007,N/A,E. P. Dutton,N.Y.,331 p.,N/A,N/A,N/A,N/A,"Vaudeville star (comedian, dancer).",Vaudeville star,1856,1928,N/A,N/A
Frackelton,William,N/A,N/A,N/A,N/A,Sagebrush dentist. . .,1941,2008,N/A,A. C. McClurg,Chicago,246 p.,N/A,N/A,N/A,N/A,"In Wyoming, beginning about 1890.",Dentist,1870,1943,N/A,Wyoming
Frame,Nathan T.,Esther,Gordon,N/A,N/A,Reminiscences. . .,1907,2009,N/A,N.p.,N/A,673 p.,N/A,N/A,N/A,N/A,Ministerial for life and home in the northwest.,Minister,N/A,N/A,N/A,N/A
Frank,William Hamilton,N/A,N/A,N/A,N/A,Eighty years of my life. . .,1933,2015,N/A,Northwestern pr. co.,Detroit,119 p.,N/A,N/A,N/A,N/A,"Banker, businessman in W.Va.","Banker, businessman",b. 1852,N/A,N/A,West Virginia
Franklin,Benjamin,N/A,N/A,N/A,N/A,Autobiography.,1868,2016,N/A,John Bigelow,N.Y.,N/A,N/A,N/A,N/A,N/A,Covers to 1775.,"Printer, book publisher, political figure",1706,1790,N/A,N/A
Franklin,Samuel Rhoads,N/A,N/A,N/A,N/A,Memories of a rear-admiral. . .,1898,2017,N/A,Harper,N.Y.,398 p.,N/A,N/A,N/A,N/A,U.S. Navy.,Rear-admiral,N/A,N/A,N/A,N/A
Franko,Sam,N/A,N/A,N/A,N/A,Chords and discords; memoirs and musings of an American musician.,1938,2018,N/A,Viking press,N.Y.,186 p.,N/A,N/A,N/A,N/A,"Concert performer, teacher, composer.",Musician,1857,1937,N/A,N/A
Fraser,James Duncan,N/A,N/A,N/A,N/A,"The gold fever; or, two years in Alaska.",N/A,2019,N/A,N.p.,N/A,N/A,N/A,N/A,N/A,N/A,As described by the title.,N/A,N/A,N/A,N/A,Alaska
Fraser,Mary (Crawford),N/A,N/A,N/A,N/A,A diplomatist’s wife in many lands.,1910,2020,N/A,"Dodd, Mead",N.Y.,2 vols.,N/A,N/A,N/A,N/A,American wife of a British diplomat.,N/A,N/A,N/A,N/A,N/A
Fraser,Mary,N/A,N/A,N/A,N/A,Reminiscences of a diplomatist’s wife in many lands.,1912,2021,N/A,"Dodd, Mead",N.Y.,395 p.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fraser,Robert,N/A,N/A,N/A,N/A,Overcoming obstacles; the autobiography of a blind evangelist.,1936,2022,N/A,printed by the Recorder pub. co.,"Conshohocten, Pa.",175 p.,N/A,N/A,N/A,N/A,N/A,evangelist,1906,N/A,N/A,N/A
Frasier,Isaac,N/A,N/A,N/A,N/A,A brief account of the life and abominable thefts of the notorious Isaac Frasier.,1768,2023,N/A,Timothy Green,New London,16 p.,N/A,N/A,N/A,N/A,N/A,N/A,1740,1768,N/A,N/A
Frazier,Harry,N/A,N/A,N/A,N/A,Recollections.,1938,2024,N/A,The Chesapeake & Ohio railway co.,"Huntington, W.Va.",93 p.,N/A,N/A,N/A,N/A,"Engineer, Chesapeake and Ohio Railway.",Engineer,1868,1937,N/A,N/A
Frear,James A.,N/A,N/A,N/A,N/A,Forty years of progressive public service.,1937,2025,N/A,Associated writers,Washington,315 p.,N/A,N/A,N/A,N/A,"Member of the U.S. House of Representatives from Wisconsin, and Wisconsin Secretary of State.",Politician,N/A,N/A,N/A,N/A
Frederick,Francis,N/A,N/A,N/A,N/A,"Slave life in Virginia and Kentucky; or, as miner, postmaster, telegrapher, and railroader.",N/A,2026,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freer,Eleanor,N/A,N/A,N/A,N/A,Recollections and reflections of an American composer.,1929,2032,N/A,pr. by the Musical advance pub. co.,N.Y.,122 p.,N/A,N/A,N/A,N/A,As described by the title.,Composer,1864,1942,N/A,N/A
Fremont,Elizabeth Benton,N/A,N/A,N/A,N/A,Recollections.,1912,2033,N/A,F. H. Hitchcock,N.Y.,184 p.,N/A,N/A,N/A,N/A,The daughter of John C. Fremont tells of frontier social life in California and Arizona.,N/A,N/A,N/A,N/A,N/A
Fremont,John Charles,N/A,N/A,N/A,N/A,Memoirs of my life.,1887,2034,N/A,"Belford, Clarke",Chicago,655 p.,N/A,N/A,N/A,N/A,Deals only with his life as explorer to the year 1846.,Explorer,1813,1890,N/A,N/A
French,Chauncey Del,N/A,N/A,N/A,N/A,Railroadman.,1938,2035,N/A,Macmillan,N.Y.,292 p.,N/A,N/A,N/A,N/A,The author was employed in various capacities on railroads in the mid and far west.,Railroad worker,1890,N/A,N/A,N/A
French,George Hazen,N/A,N/A,N/A,N/A,Life retrospect.,1936,2036,N/A,Am. Baptist mission press,"Rangoon, Burma",139 p.,N/A,N/A,N/A,N/A,Entomologist at Illinois Agricultural College.,Entomologist,1841,N/A,N/A,N/A
Freeman,George D.,N/A,N/A,N/A,N/A,Midnight and noonday.,1892,2028,N/A,N/A,Caldwell,406 p.,N/A,N/A,N/A,N/A,Giving twenty years experience on the frontier.,"Farmer, hunter, miner, photographer, law officer",N/A,N/A,N/A,N/A
French,Jonathan,N/A,N/A,N/A,N/A,Reminiscences of a fifty-years pastorate.,1952,2037,N/A,"C. W. Brewster & son, prtrs.",Portsmouth,46 p.,N/A,N/A,N/A,N/A,As described by the title.,Pastor,1778,1856,N/A,N/A
French,Mary,N/A,N/A,N/A,N/A,Memories of a sculptor’s wife.,1928,2038,N/A,Houghton Mifflin,Boston,294 p.,N/A,N/A,N/A,N/A,As described by the title.,N/A,N/A,N/A,N/A,N/A
Freeman,Joseph,N/A,N/A,N/A,N/A,An American testament.,1936,2029,N/A,Farrar & Rinehart,N.Y.,668 p.,N/A,N/A,N/A,N/A,"Jewish social reformer, co-editor of New Masses.",Social reformer,N/A,N/A,N/A,N/A
French,Samuel Gibbs,N/A,N/A,N/A,N/A,Two wars: an autobiography of Gen. Samuel G. French.,N/A,2039,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mexican war; war between the states; a diary; reconstruction period.,General,1818,1910,N/A,N/A
Freeman,Lewis Ransome,N/A,N/A,N/A,N/A,Many rivers.,1937,2030,N/A,"Dodd, Mead",N.Y.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
French,William,N/A,N/A,N/A,N/A,Some fifty years of slavery in the Southern states of America.,1863,2040,N/A,"Wertheim, Macintosh & Hunt",London,115 p.,N/A,N/A,N/A,N/A,As described by the title.,N/A,b. 1854,N/A,N/A,N/A
Fuller,Charles Augustus,N/A,N/A,N/A,N/A,Personal recollections of the war of 1861.,1906,N/A,N/A,N/A,"Sherburne, N.Y.",108 p.,N/A,N/A,N/A,N/A,As he sells his poetry and songs.,N/A,1841?,N/A,N/A,N/A
Fuller,Frederick Lincoln,N/A,N/A,N/A,N/A,My half century as an inventor.,1938,N/A,N/A,Mail & express pr. co.,N.Y.,241 p.,N/A,N/A,N/A,N/A,"And as a manufacturer, in New Jersey and Ohio.","Inventor, Manufacturer",1861,N/A,N/A,N/A
Fuller,Harvey Austin,N/A,N/A,N/A,N/A,"Trimsharp’s account of himself: a sketch of his life, together with a brief history of the education of the blind.",1873,N/A,N/A,Ann Arbor pr. and pub. co.,Ann Arbor,150 p.,N/A,N/A,N/A,N/A,"Blind manufacturer of brooms in New York, who lectured widely on religious topics.","Manufacturer, Lecturer",1834,N/A,N/A,N/A
Fuller,Loie,N/A,N/A,N/A,N/A,"Fifteen years of a dancer’s life, with some account of her distinguished friends.",1913,N/A,N/A,"Small, Maynard & co.",Boston,288 p.,N/A,N/A,N/A,N/A,Memories of a life spent largely in Europe.,Dancer,1870,1928,N/A,N/A
Fuller,Richard Frederick,N/A,N/A,N/A,N/A,Recollections.,1936,N/A,N/A,priv. pr.,Boston,102 p.,N/A,N/A,N/A,N/A,"The author, a lawyer, was brother to Margaret Fuller.",Lawyer,1824,1869,N/A,N/A
Fuller,Thomas Oscar,N/A,N/A,N/A,N/A,"Twenty years in public life, 1890 —1910.",1910,N/A,N/A,National Baptist pub. board,Nashville,279 p.,N/A,N/A,N/A,N/A,"Negro Baptist clergyman, prominent in educational circles in North Carolina and Tennessee. In 1898 he was elected to the U.S. Senate from North Carolina.","Baptist Clergyman, Senator",1867,N/A,N/A,"North Carolina, Tennessee"
Fullerton,James,N/A,N/A,N/A,N/A,Autobiography of Roosevelt’s adversary.,1912,N/A,N/A,Roxbaugh pub. co.,Boston,162 p.,N/A,N/A,N/A,N/A,Homesteader in Minnesota and rancher in Montana who was placed in an insane asylum.,"Homesteader, Rancher",1853,N/A,N/A,"Minnesota, Montana"
Fulton,Ambrose C.,N/A,N/A,N/A,N/A,A portion of a life’s voyage.,1902,N/A,N/A,"Osborn—Skelly, printers.","Davenport, Iowa",144 p.,N/A,N/A,N/A,N/A,"Promoter of highways and railroads in Iowa and Illinois, and owner of lumber mill in Illinois. This account begins with the year 1840.","Promoter, Lumber Mill Owner",N/A,N/A,N/A,"Illinois, Iowa"
Fulton,David Bryant,N/A,N/A,N/A,N/A,Recollections of a sleeping-car porter.,1892,N/A,N/A,"Doan & Pilson, printers.",Jersey City,45 p.,N/A,N/A,N/A,N/A,Porter and author.,"Porter, Author",1863,N/A,N/A,N/A
Funston,Frederick,N/A,N/A,N/A,N/A,Memories of two wars. Cuban and Philippine experiences.,1911,N/A,N/A,Scribner’s.,N.Y.,451 p.,N/A,N/A,N/A,N/A,As described by the title.,N/A,1865,1917,N/A,N/A
Gaddis,Maxwell Pierson,N/A,N/A,N/A,N/A,Footprints of an itinerant.,1856,N/A,N/A,N/A,Cine.,546 p.,N/A,N/A,N/A,N/A,Methodist clergyman.,Methodist Clergyman,1811,N/A,N/A,N/A
Gardiner,Lion,N/A,N/A,Curtiss,C.,The papers and biography.,1883,N/A,N/A,pr. for the editor,St. Louis,106 p.,N/A,N/A,N/A,N/A,"A 17th century account of Indian warfare in Massachusetts, by an engineer in charge of fortifications.",Merchant mariner,N/A,N/A,N/A,N/A
Gardiner,Robert Hallowell,N/A,N/A,N/A,N/A,Early recollections.,1936,N/A,N/A,pr. for R. H. & W. T. Gardiner by White & Horne,"Hallowell, Me.",226 p.,N/A,N/A,N/A,N/A,Real estate dealer and owner of lumber mills in Maine.,"Real estate dealer, lumber mill owner",1782,1864,N/A,N/A
Gardner,Benjamin Howard,N/A,N/A,N/A,N/A,Memoirs.,1944,N/A,N/A,Blade pr. co.,"Palestine, Texas",531 leaves.,N/A,John and Flossie Carpenter,N/A,N/A,"Compiled from material furnished by Mr. Gardner, who was a Texas lawyer and judge.","Lawyer, judge",1854,N/A,N/A,N/A
Gardner,James Peter,N/A,N/A,N/A,N/A,Reminiscences of a Scottish laddie.,1940,N/A,N/A,Bruce Humphries,Boston,134 p.,N/A,N/A,N/A,N/A,A banker tells mainly of his youth in Scotland and America.,Banker,1873,N/A,N/A,N/A
Gardner,Leonard Marsden,N/A,N/A,N/A,N/A,Sunset memories.,1941,N/A,N/A,Time & news pub. co.,"Gettsburg, Pa.",155 p.,N/A,N/A,N/A,N/A,"Methodist clergyman in Baltimore, Washington, D.C., and Pennsylvania.",Methodist clergyman,1831,1925,N/A,N/A
Gardner,Matthew,N/A,N/A,N/A,N/A,"The autobiography of Elder Matthew Gardner, a minister in the Christian Church sixty-three years.",1874,N/A,N/A,Christian pub. assoc.,"Dayton, Ohio",286 p.,N/A,N/A,N/A,N/A,The writer served mainly in Ohio and Kentucky.,Minister,1790,1873,N/A,N/A
Gardner,Robert Winslow,N/A,N/A,N/A,N/A,Autobiography.,1911,N/A,N/A,pr. for the author,"Orange, N.J.",101 p.,N/A,N/A,N/A,N/A,Pharmaceutical chemist in New Jersey.,Pharmaceutical chemist,1835,1911,N/A,N/A
Garland,Augustus Hill,N/A,N/A,N/A,N/A,Experience in the Supreme Court of the United States.,1898,N/A,N/A,John Byrne & co.,Wash.,100 p.,N/A,N/A,N/A,N/A,"By the U.S. Attorney-General, who previously was Governor of Arkansas and U.S. Senator.","U.S. Attorney-General, Governor, U.S. Senator",1832,1899,N/A,N/A
Garland,Hamlin,N/A,N/A,N/A,N/A,A son of the middle border.,1917,N/A,N/A,Macmillan,N.Y.,467 p.,N/A,N/A,N/A,N/A,"Covers 1865-1893. Tells of his early life in frontier Wisconsin and Iowa, his life in New England and return to Wisconsin.",N/A,1860,1940,N/A,N/A
Garland,Hamlin,N/A,N/A,N/A,N/A,A daughter of the middle border.,1921,N/A,N/A,Macmillan,N.Y.,405 p.,N/A,N/A,N/A,N/A,Covers 1893-1913. Literary life in Illinois and Wisconsin.,N/A,1860,1940,N/A,N/A
Gerster,Arpad Geyza,N/A,N/A,N/A,N/A,Recollections of a New York surgeon.,1901,N/A,N/A,The Matthews-Northrop co.,N.Y.,146 p.,N/A,N/A,N/A,N/A,The author’s experiences in training and driving light-harness horses.,Surgeon,1848,1923,N/A,N/A
Gibbon,John,N/A,N/A,N/A,N/A,Personal recollections of the Civil war.,1928,N/A,N/A,Putnam,N.Y.,426 p.,N/A,N/A,N/A,N/A,N/A,Union army officer,1827,1896,N/A,N/A
Gibbons,Alfred R.,N/A,N/A,N/A,N/A,The recollections of an old Confederate soldier.,N/A,N/A,N/A,"Shelbyville, Mo.",n.d.,31 p.,N/A,N/A,N/A,N/A,As described by the title.,N/A,N/A,N/A,N/A,N/A
Gibbons,James Joseph,N/A,N/A,N/A,N/A,"In the San Juan, Colorado.",1898,N/A,N/A,Chicago,N/A,194 p.,N/A,N/A,N/A,N/A,Clergyman in Colorado. The denomination is not stated. The years covered are 1888—98.,Clergyman,N/A,N/A,N/A,N/A
Gibbs,Archie,N/A,N/A,N/A,N/A,U-boat prisoner; the life story of a Texas sailor.,1943,N/A,N/A,Houghton Mifflin,Boston,208 p.,N/A,N/A,N/A,N/A,"The author tells of his experiences in reform school, as a hobo, member of the merchant marine in the second World War, and as a prisoner.",Sailor,1906,N/A,N/A,N/A
